document_title,document_number,action,publication_date,pdf_url,abstract,excerpts,topics,dates,page_length,start_page,end_page,significant,agency_names,agency_ids,agency_urls,agency_parent_ids,agency_slugs,cfr_titles,cfr_parts
"Environmental Assessment and Finding of No Significant Impact; Holtec Decommissioning International, LLC, and Holtec Palisades, LLC, Palisades Nuclear Plant",2023-28293,Notice; issuance.,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28293.pdf,"The U.S. Nuclear Regulatory Commission (NRC) is considering issuance of exemptions that would permit the licensee to reduce its emergency planning (EP) activities at the Palisades Nuclear Plant (Palisades). Specifically, Holtec Decommissioning International, LLC (HDI), one of the licensees of Palisades and an indirect wholly owned subsidiary of Holtec International (Holtec), requested an exemption on behalf of Holtec Palisades, LLC, the other Palisades licensee (hereinafter collectively referred to as the licensee) that would eliminate the requirements to maintain formal offsite radiological emergency plans, as well as reduce the scope of some of the onsite EP activities based on the reduced risks at Palisades, based on the submission of certifications for permanent cessation of operations and permanent removal of fuel from the reactor vessel at Palisades. However, requirements for an onsite radiological emergency plan and for certain onsite capabilities to communicate and coordinate with offsite response authorities would be retained. In addition, offsite EP provisions would still exist through State and local government use of a comprehensive emergency management plan process, in accordance with the Federal Emergency Management Agency's (FEMA's) Comprehensive Preparedness Guide (CPG) 101, ""Developing and Maintaining Emergency Operations Plans."" The NRC staff is issuing an environmental assessment (EA) and a finding of no significant impact (FONSI) associated with the proposed exemptions.","The U.S. Nuclear Regulatory Commission (NRC) is considering issuance of exemptions that would permit the licensee to reduce its emergency planning (EP) activities at the Palisades Nuclear Plant (Palisades). Specifically, Holtec Decommissioning...",,"The EA and FONSI referenced in this document are available on December 22, 2023.",4,88664,88667,,Nuclear Regulatory Commission,383,https://www.federalregister.gov/agencies/nuclear-regulatory-commission,None,nuclear-regulatory-commission,,
New Postal Products,2023-28272,Notice.,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28272.pdf,"The Commission is noticing a recent Postal Service filing for the Commission's consideration concerning a negotiated service agreement. This notice informs the public of the filing, invites public comment, and takes other administrative steps.","The Commission is noticing a recent Postal Service filing for the Commission's consideration concerning a negotiated service agreement. This notice informs the public of the filing, invites public comment, and takes other administrative steps.",,"Comments are due: December 27, 2023.",1,88668,88668,,Postal Regulatory Commission,409,https://www.federalregister.gov/agencies/postal-regulatory-commission,None,postal-regulatory-commission,,
"Self-Regulatory Organizations; Cboe BZX Exchange, Inc.; Notice of Filing of a Proposed Rule Change To List and Trade Shares of the Pando Asset Spot Bitcoin Trust Under BZX Rule 14.11(e)(4), Commodity-Based Trust Shares",2023-28194,,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28194.pdf,,,,,16,88668,88683,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; Cboe BZX Exchange, Inc.; Order Instituting Proceedings To Determine Whether To Approve or Disapprove a Proposed Rule Change To List and Trade Shares of the VanEck Ethereum ETF Under BZX Rule 14.11(e)(4), Commodity-Based Trust Shares",2023-28192,,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28192.pdf,,,,,3,88683,88685,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; Cboe BZX Exchange, Inc.; Order Instituting Proceedings To Determine Whether To Approve or Disapprove a Proposed Rule Change To List and Trade Shares of the ARK 21Shares Ethereum ETF Under BZX Rule 14.11(e)(4), Commodity-Based Trust Shares",2023-28193,,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28193.pdf,,,,,3,88685,88687,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
Self-Regulatory Organizations; The Nasdaq Stock Market LLC; Order Instituting Proceedings To Determine Whether To Approve or Disapprove a Proposed Rule Change To List and Trade Shares of the Hashdex Nasdaq Ethereum ETF Under Nasdaq Rule 5711(i) (Trust Units),2023-28196,,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28196.pdf,,,,,3,88687,88689,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; MIAX PEARL, LLC; Notice of Filing and Immediate Effectiveness of a Proposed Rule Change To Amend Exchange Rule 2615(d) To Eliminate the Contingent Open",2023-28197,,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28197.pdf,,,,,5,88689,88693,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
Notice of Intention To Cancel Registration Pursuant to the Investment Advisers Act of 1940,2023-28212,,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28212.pdf,,,,,1,88693,88693,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; NYSE Arca, Inc.; Order Instituting Proceedings To Determine Whether To Approve or Disapprove a Proposed Rule Change To List and Trade Shares of the Grayscale Ethereum Futures Trust (ETH) ETF Under NYSE Arca Rule 8.200-E, Commentary .02 (Trust Issued Receipts)",2023-28195,,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28195.pdf,,,,,2,88694,88695,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Notice of Determinations; Culturally Significant Objects Being Imported for Exhibition-Determinations: “Recasting Antiquity: Whistler, Tanagra, and the Female Form” Exhibition",2023-28204,,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28204.pdf,"Notice is hereby given of the following determinations: I hereby determine that certain objects being imported from abroad pursuant to an agreement with their foreign owner or custodian for temporary display in the exhibition ""Recasting Antiquity: Whistler, Tanagra, and the Female Form"" at the Michael C. Carlos Museum, Emory University, Atlanta, Georgia, and at possible additional exhibitions or venues yet to be determined, are of cultural significance, and, further, that their temporary exhibition or display within the United States as aforementioned is in the national interest. I have ordered that Public Notice of these determinations be published in the Federal Register.","Notice is hereby given of the following determinations: I hereby determine that certain objects being imported from abroad pursuant to an agreement with their foreign owner or custodian for temporary display in the exhibition ""Recasting Antiquity:...",,,2,88695,88696,,State Department,476,https://www.federalregister.gov/agencies/state-department,None,state-department,,
Notice of Determinations; Culturally Significant Object Being Imported for Exhibition-Determinations: Exhibition of “Mosaic of the House of the Citharist of Pompeii” Object,2023-28205,,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28205.pdf,"Notice is hereby given of the following determinations: I hereby determine that a certain object being imported from abroad pursuant to an agreement with its foreign owner or custodian for temporary exhibition or display in the Department of Greek and Roman Art of The Metropolitan Museum of Art, New York, New York, and at possible additional exhibitions or venues yet to be determined, is of cultural significance, and, further, that its temporary exhibition or display within the United States as aforementioned is in the national interest. I have ordered that Public Notice of these determinations be published in the Federal Register.",Notice is hereby given of the following determinations: I hereby determine that a certain object being imported from abroad pursuant to an agreement with its foreign owner or custodian for temporary exhibition or display in the Department of Greek and...,,,1,88696,88696,,State Department,476,https://www.federalregister.gov/agencies/state-department,None,state-department,,
"Actions Taken at December 14, 2023 Meeting",2023-28255,Notice.,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28255.pdf,"As part of its regular business meeting held on December 14, 2023, in Corning, New York, the Commission approved the applications of certain water resources projects and took additional actions, as set forth in the SUPPLEMENTARY INFORMATION below.","As part of its regular business meeting held on December 14, 2023, in Corning, New York, the Commission approved the applications of certain water resources projects and took additional actions, as set forth in the SUPPLEMENTARY INFORMATION below.",,"December 14, 2023.",2,88696,88697,,Susquehanna River Basin Commission,482,https://www.federalregister.gov/agencies/susquehanna-river-basin-commission,None,susquehanna-river-basin-commission,,
"Determinations of Trade Surplus in Certain Sugar and Syrup Goods and Sugar-Containing Products of Chile, Morocco, Costa Rica, the Dominican Republic, El Salvador, Guatemala, Honduras, Nicaragua, Peru, Colombia and Panama; Correction",2023-27761,Notice.,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-27761.pdf,"In accordance with the Harmonized Tariff Schedule of the United States (HTSUS), the Office of the United States Trade Representative (USTR) is providing notice of its determinations of the trade surplus in certain sugar and syrup goods and sugar-containing products of Chile, Morocco, Costa Rica, the Dominican Republic, El Salvador, Guatemala, Honduras, Nicaragua, Peru, Colombia and Panama. The level of a country's trade surplus in these goods relates to the quantity of sugar and syrup goods and sugar-containing products for which the United States grants preferential tariff treatment under (i) the United States-Chile Free Trade Agreement (Chile FTA); (ii) the United States-Morocco Free Trade Agreement (Morocco FTA); (iii) the Dominican Republic-Central America-United States Free Trade Agreement (CAFTA-DR); (iv) the United States-Peru Trade Promotion Agreement (Peru TPA); (v) the United States-Colombia Trade Promotion Agreement (Colombia TPA); and (vi) the United States-Panama Trade Promotion Agreement (Panama TPA). In the Federal Register of December 13, 2023, The Office of the U.S. Trade Representative published a document that omitted information. This document corrects that notice.","In accordance with the Harmonized Tariff Schedule of the United States (HTSUS), the Office of the United States Trade Representative (USTR) is providing notice of its determinations of the trade surplus in certain sugar and syrup goods and...",,"This notice is applicable on January 1, 2024.",3,88697,88699,,"Trade Representative, Office of United States",491,https://www.federalregister.gov/agencies/trade-representative-office-of-united-states,None,trade-representative-office-of-united-states,,
Notice of Request To Release Airport Property for Land Disposal,2023-28140,"Notice of request to rule on release of airport property for land disposal at the St. Louis Lambert International Airport (STL), St. Louis, Missouri.",2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28140.pdf,"The FAA proposes to rule and invites public comment on the release of land at the St. Louis Lambert International Airport (STL), St. Louis, Missouri.","The FAA proposes to rule and invites public comment on the release of land at the St. Louis Lambert International Airport (STL), St. Louis, Missouri.",,"Comments must be received on or before January 22, 2024.",1,88700,88700,,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",,
Agency Information Collection Activities: Requests for Comments; Clearance of Renewed Approval of Information Collection: Notice of Proposed Outdoor Laser Operation(s),2023-28242,Notice and request for comments.,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28242.pdf,"In accordance with the Paperwork Reduction Act of 1995, FAA invites public comments about our intention to request the Office of Management and Budget (OMB) approval to renew an information collection. The collection involves the gathering of information necessary for the FAA to ensure proposed outdoor laser operations will not interfere with air traffic operations.","In accordance with the Paperwork Reduction Act of 1995, FAA invites public comments about our intention to request the Office of Management and Budget (OMB) approval to renew an information collection. The collection involves the gathering of...",,"Written comments should be submitted by February 20, 2024.",2,88700,88701,,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",,
Notice of Final Federal Agency Actions on Proposed Transportation Project in Florida,2023-28234,Notice of limitation on claims for judicial review of actions by Florida Department of Transportation (FDOT) and other Federal Agencies.,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28234.pdf,"The FHWA, on behalf of the FDOT, is issuing this notice to announce actions taken by FDOT and other Federal Agencies that are final agency actions. These actions relate to the proposed project that involves the extension of the Poinciana Parkway [State Road (SR) 538] from its planned terminus at County Road (CR) 532 to the Western Beltway (SR 429)/Sinclair Road interchange. The total project length is 4.97 miles and features a six-lane limited access toll facility with modifications to interchanges at CR 532, SR 429/I-4 Beyond the Ultimate, and Sinclair Road. These actions grant licenses, permits, or approvals for the project.","The FHWA, on behalf of the FDOT, is issuing this notice to announce actions taken by FDOT and other Federal Agencies that are final agency actions. These actions relate to the proposed project that involves the extension of the Poinciana Parkway [State...",,"By this notice, the FHWA, on behalf of FDOT, is advising the public of final agency actions subject to 23 U.S.C. 139(l)(1). A claim seeking judicial review of the Federal Agency actions on the listed highway project will be barred unless the claim is filed on or before May 20, 2024. If the Federal law that authorizes judicial review of a claim provides a time period of less than 150 days for filing such claim, then that shorter time period still applies.",2,88701,88702,,"Transportation Department, Federal Highway Administration","492, 170","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-highway-administration","None, 492","transportation-department, federal-highway-administration",,
Drug and Alcohol Testing: Determination of Minimum Random Testing Rates for 2024,2023-28264,Notification of determination.,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28264.pdf,"This notification of determination announces FRA's minimum annual random drug and minimum annual random alcohol testing rates for covered service, maintenance-of-way (MOW), and mechanical (MECH) employees for calendar year 2024.","This notification of determination announces FRA's minimum annual random drug and minimum annual random alcohol testing rates for covered service, maintenance-of-way (MOW), and mechanical (MECH) employees for calendar year 2024.",,"This determination takes effect December 22, 2023.",1,88702,88702,,"Transportation Department, Federal Railroad Administration","492, 185","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-railroad-administration","None, 492","transportation-department, federal-railroad-administration",,
Request for Information on Financial Inclusion,2023-28263,Request for information (RFI).,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28263.pdf,"The Department of the Treasury (Treasury) invites public input to inform its development of a national strategy for financial inclusion. This request for information (RFI) offers the opportunity for interested individuals and organizations to identify opportunities to advance financial inclusion through policy, government programs, financial products and services, technology, and other tools and infrastructure.",The Department of the Treasury (Treasury) invites public input to inform its development of a national strategy for financial inclusion. This request for information (RFI) offers the opportunity for interested individuals and organizations to identify...,,"Written comments and information are requested on or before February 20, 2024.",4,88702,88705,,Treasury Department,497,https://www.federalregister.gov/agencies/treasury-department,None,treasury-department,,
Pricing for the 2024 Harriet Tubman and Greatest Generation Commemorative Coin Programs,2023-28191,Notice.,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28191.pdf,The United States Mint is announcing pricing for the 2024 Harriet Tubman and Greatest Generation Commemorative Coin Programs.,The United States Mint is announcing pricing for the 2024 Harriet Tubman and Greatest Generation Commemorative Coin Programs.,,,2,88705,88706,,"Treasury Department, United States Mint","497, 513","https://www.federalregister.gov/agencies/treasury-department, https://www.federalregister.gov/agencies/united-states-mint","None, 497","treasury-department, united-states-mint",,
Federal Acquisition Regulation; Federal Acquisition Circular 2024-02; Introduction,2023-27735,Summary presentation of a final rule.,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-27735.pdf,"This document summarizes the Federal Acquisition Regulation (FAR) rule agreed to by the Civilian Agency Acquisition Council and the Defense Acquisition Regulations Council (Councils) in this Federal Acquisition Circular (FAC) 2024-02. A companion document, the Small Entity Compliance Guide (SECG), follows this FAC.",This document summarizes the Federal Acquisition Regulation (FAR) rule agreed to by the Civilian Agency Acquisition Council and the Defense Acquisition Regulations Council (Councils) in this Federal Acquisition Circular (FAC) 2024-02. A companion...,,"For effective dates see the separate documents, which follow.",1,88708,88708,,"Defense Department, General Services Administration, National Aeronautics and Space Administration","103, 210, 301","https://www.federalregister.gov/agencies/defense-department, https://www.federalregister.gov/agencies/general-services-administration, https://www.federalregister.gov/agencies/national-aeronautics-and-space-administration","None, None, None","defense-department, general-services-administration, national-aeronautics-and-space-administration",48,None
Federal Acquisition Regulation; Federal Acquisition Circular 2024-02; Small Entity Compliance Guide,2023-27737,Small Entity Compliance Guide (SECG).,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-27737.pdf,"This document is issued under the joint authority of DoD, GSA, and NASA. This Small Entity Compliance Guide has been prepared in accordance with section 212 of the Small Business Regulatory Enforcement Fairness Act of 1996. It consists of a summary of the rule appearing in Federal Acquisition Circular (FAC) 2024-02, which amends the Federal Acquisition Regulation (FAR). Interested parties may obtain further information regarding this rule by referring to FAC 2024-02, which precedes this document.","This document is issued under the joint authority of DoD, GSA, and NASA. This Small Entity Compliance Guide has been prepared in accordance with section 212 of the Small Business Regulatory Enforcement Fairness Act of 1996. It consists of a summary of...",,"December 22, 2023.",2,88729,88730,,"Defense Department, General Services Administration, National Aeronautics and Space Administration","103, 210, 301","https://www.federalregister.gov/agencies/defense-department, https://www.federalregister.gov/agencies/general-services-administration, https://www.federalregister.gov/agencies/national-aeronautics-and-space-administration","None, None, None","defense-department, general-services-administration, national-aeronautics-and-space-administration",48,None
Defense Federal Acquisition Regulation Supplement; Technical Amendments,2023-27940,Final rule; technical amendment.,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-27940.pdf,DoD is amending the Defense Federal Acquisition Regulation Supplement (DFARS) to make needed editorial changes.,DoD is amending the Defense Federal Acquisition Regulation Supplement (DFARS) to make needed editorial changes.,Government procurement,"Effective December 22, 2023.",1,88533,88533,,"Defense Department, Defense Acquisition Regulations System","103, 97","https://www.federalregister.gov/agencies/defense-department, https://www.federalregister.gov/agencies/defense-acquisition-regulations-system","None, 103","defense-department, defense-acquisition-regulations-system","48, 48","205, 225"
Fisheries of the Northeastern United States; Summer Flounder Fishery; Quota Transfers From NC and VA to NJ,2023-28225,Notification of quota transfers.,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28225.pdf,"NMFS announces that the State of North Carolina and the Commonwealth of Virginia are transferring a portion of their 2023 commercial summer flounder quotas to the State of New Jersey. These adjustments to the 2023 fishing year quota are necessary to comply with the Summer Flounder, Scup, and Black Sea Bass Fishery Management Plan quota transfer provisions. This announcement informs the public of the revised 2023 commercial quotas for North Carolina, Virginia, and New Jersey.",NMFS announces that the State of North Carolina and the Commonwealth of Virginia are transferring a portion of their 2023 commercial summer flounder quotas to the State of New Jersey. These adjustments to the 2023 fishing year quota are necessary to...,,"Effective December 19, 2023, through December 31, 2023.",1,88540,88540,,"Commerce Department, National Oceanic and Atmospheric Administration","54, 361","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration","None, 54","commerce-department, national-oceanic-and-atmospheric-administration",50,648
Submission for OMB Review; Comment Request,2023-28171,,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28171.pdf,,,,,1,88559,88559,,Agriculture Department,12,https://www.federalregister.gov/agencies/agriculture-department,None,agriculture-department,,
Codex Alimentarius Commission: Meeting of the Codex Committee on Fats and Oils,2023-28269,Notice of public meeting and request for comments.,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28269.pdf,"The U.S. Codex Office is sponsoring a public meeting on January 23, 2024. The objective of the public meeting is to provide information and receive public comments on agenda items and draft U.S. positions to be discussed at the 28th Session of the Codex Committee on Fats and Oils (CCFO28) of the Codex Alimentarius Commission (CAC). CCFO28 will be held in Kuala Lumpur, Malaysia, from February 19-23, 2024. The U.S. Manager for Codex Alimentarius and the Under Secretary for Trade and Foreign Agricultural Affairs recognize the importance of providing interested parties the opportunity to obtain background information on the 28th Session of the CCFO and to address items on the agenda.","The U.S. Codex Office is sponsoring a public meeting on January 23, 2024. The objective of the public meeting is to provide information and receive public comments on agenda items and draft U.S. positions to be discussed at the 28th Session of the...",,"The public meeting is scheduled for January 23, 2024, from 1- 2:30 p.m. EDT.",2,88559,88560,,"Agriculture Department, U.S. Codex Office","12, 597","https://www.federalregister.gov/agencies/agriculture-department, https://www.federalregister.gov/agencies/us-codex-office","None, 12","agriculture-department, us-codex-office",,
"2024 Rate Changes for the Basetime, Overtime, Holiday, Laboratory Services, and Export Application Fees",2023-28231,Notice.,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28231.pdf,"FSIS is announcing the 2024 rates it will charge meat, poultry, and egg products establishments, and importers and exporters for providing voluntary, overtime, and holiday inspection and identification, certification, and laboratory services. Additionally, FSIS is announcing that there will be no changes to the fee FSIS assesses to exporters that choose to apply for export certificates electronically through the export component of the Agency's Public Health Information System. The 2024 basetime, overtime, holiday, and laboratory services rates will be applied on January 14, 2024.","FSIS is announcing the 2024 rates it will charge meat, poultry, and egg products establishments, and importers and exporters for providing voluntary, overtime, and holiday inspection and identification, certification, and laboratory services....",,"FSIS will charge the rates announced in this notice beginning January 14, 2024.",4,88560,88563,,"Agriculture Department, Food Safety and Inspection Service","12, 201","https://www.federalregister.gov/agencies/agriculture-department, https://www.federalregister.gov/agencies/food-safety-and-inspection-service","None, 12","agriculture-department, food-safety-and-inspection-service",,
Urban Agriculture and Innovative Production Advisory Committee Meeting,2023-28143,Notice of public and virtual meeting.,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28143.pdf,"The Natural Resources Conservation Service (NRCS) will hold a public meeting of the Urban Agriculture and Innovative Production Advisory Committee (UAIPAC). UAIPAC will convene to discuss proposed recommendations for the Secretary of Agriculture on the development of policies and outreach relating to urban, indoor, and other emerging agriculture production practices. UAIPAC is authorized under the Agriculture Improvement Act of 2018 (2018 Farm Bill) and operates in compliance with the Federal Advisory Committee Act, as amended.",The Natural Resources Conservation Service (NRCS) will hold a public meeting of the Urban Agriculture and Innovative Production Advisory Committee (UAIPAC). UAIPAC will convene to discuss proposed recommendations for the Secretary of Agriculture on the...,,"Written Comments: Written comments will be accepted until 11:59 p.m. EDT on Wednesday, February 14, 2023.",2,88563,88564,,"Agriculture Department, Natural Resources Conservation Service","12, 376","https://www.federalregister.gov/agencies/agriculture-department, https://www.federalregister.gov/agencies/natural-resources-conservation-service","None, 12","agriculture-department, natural-resources-conservation-service",,
Business Diversity Principles,2023-28251,Request for information on Business Diversity Principles; extension of comment period.,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28251.pdf,"On November 29, 2023, the Department of Commerce (DOC) published in the Federal Register a notice entitled ""Request for Information (RFI) on Business Diversity Principles."" This RFI invited comments from the public on the draft Business Diversity Principles (BDP), which describe best practices related to diversity, equity, inclusion, and accessibility (DEIA) in the private sector, and on the impact of DEIA initiatives. DOC is seeking input to inform the content of the BDP, share success stories and best practices related to Business Diversity, and comment on the impact of DEIA initiatives. In response from prospective commenters that they would benefit from additional time to adequately consider and respond to the RFI, DOC has determined that an extension of the comment period until February 2, 2024, is appropriate.","On November 29, 2023, the Department of Commerce (DOC) published in the Federal Register a notice entitled ""Request for Information (RFI) on Business Diversity Principles."" This RFI invited comments from the public on the draft Business Diversity...",,"The end of the comment period for the notice entitled ""Request for Information (RFI) on Business Diversity Principles,"" published on November 29, 2023 (88 FR 83380), is extended from January 5, 2024, to February 2, 2024. All comments must be received by February 2, 2024. Comments received after this date may not be accepted.",1,88564,88564,,Commerce Department,54,https://www.federalregister.gov/agencies/commerce-department,None,commerce-department,,
"In the Matter of: Rolondo Alexei Pupo-Abrahantes, Inmate Number: 76860-509, FCI Pollock, P.O. Box 4050, Pollock, LA 71467; Order Denying Export Privileges",2023-28277,,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28277.pdf,,,,,2,88564,88565,,"Commerce Department, Industry and Security Bureau","54, 241","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/industry-and-security-bureau","None, 54","commerce-department, industry-and-security-bureau",,
"In the Matter of: Jonathan Yet Wing Soong, Inmate Number: 03089-510, USP LOMPOC, U.S. Penitentiary, 3901 Klein Blvd., Lompoc, CA 93436; Order Denying Export Privileges",2023-28268,,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28268.pdf,,,,,2,88565,88566,,"Commerce Department, Industry and Security Bureau","54, 241","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/industry-and-security-bureau","None, 54","commerce-department, industry-and-security-bureau",,
"In the Matter of: Javier Alonso Galvan-Hernandez Inmate Number: 79786-509, FCI Bastrop, P.O. Box 1010, Bastrop, TX 78602; Order Denying Export Privileges",2023-28274,,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28274.pdf,,,,,2,88566,88567,,"Commerce Department, Industry and Security Bureau","54, 241","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/industry-and-security-bureau","None, 54","commerce-department, industry-and-security-bureau",,
"In the Matter of: Stephanie Joahna Gloria Inmate Number: 74313-509, FCI Aliceville, Federal Correctional Institution, P.O. Box 4000, Aliceville, AL 35442; Order Denying Export Privileges",2023-28273,,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28273.pdf,,,,,2,88567,88568,,"Commerce Department, Industry and Security Bureau","54, 241","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/industry-and-security-bureau","None, 54","commerce-department, industry-and-security-bureau",,
"In the Matter of: Angel Huerta-Garay, Inmate Number: 67193-509, FCI Beaumont, P.O. Box 26020, Beaumont, TX 77720; Order Denying Export Privileges",2023-28276,,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28276.pdf,,,,,2,88568,88569,,"Commerce Department, Industry and Security Bureau","54, 241","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/industry-and-security-bureau","None, 54","commerce-department, industry-and-security-bureau",,
"In the Matter of: Donald Robert Witherow, 6651 Buffalo Road, Cresson, PA 16421; Order Denying Export Privileges",2023-28275,,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28275.pdf,,,,,2,88569,88570,,"Commerce Department, Industry and Security Bureau","54, 241","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/industry-and-security-bureau","None, 54","commerce-department, industry-and-security-bureau",,
"In the Matter of: Jose Luis Garcia, Inmate Number: 21856-509, FCI Bastrop, Federal Correctional Institution, P.O. Box 1010, Bastrop, TX 78602; Order Denying Export Privileges",2023-28270,,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28270.pdf,,,,,2,88570,88571,,"Commerce Department, Industry and Security Bureau","54, 241","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/industry-and-security-bureau","None, 54","commerce-department, industry-and-security-bureau",,
"In the Matter of: Edson Daniel Montelongo, Inmate Number: 75304-509, FCI Bastrop. P.O. Box 1010, Bastrop, TX 78602; Order Denying Export Privileges",2023-28271,,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28271.pdf,,,,,2,88571,88572,,"Commerce Department, Industry and Security Bureau","54, 241","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/industry-and-security-bureau","None, 54","commerce-department, industry-and-security-bureau",,
"In the Matter of: Tina Chen a/k/a Ya When Chen, a/k/a Wen Tina Chen, a/k/a Tina Dunbar, a/k/a Tina Dubner, Inmate Number: 47268-509, FMC Carswell, Federal Medical Center, P.O. Box 27137, Fort Worth, TX 76127; Order Denying Export Privileges",2023-28278,,2023-12-22,https://www.govinfo.gov/content/pkg/FR-2023-12-22/pdf/2023-28278.pdf,,,,,2,88572,88573,,"Commerce Department, Industry and Security Bureau","54, 241","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/industry-and-security-bureau","None, 54","commerce-department, industry-and-security-bureau",,
