document_title,document_number,action,publication_date,pdf_url,abstract,excerpts,topics,dates,page_length,start_page,end_page,significant,agency_names,agency_ids,agency_urls,agency_parent_ids,agency_slugs,cfr_titles,cfr_parts
Simazine; Pesticide Tolerances,2022-27715,Final rule.,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27715.pdf,"This regulation establishes tolerances for residues of simazine in or on citrus fruits (crop group 10-10), pome fruits (crop group 11-10), stone fruits (crop group 12-12), and tree nuts (crop group 14-12) and amends the tolerance for residues in or on almond hulls. Syngenta Crop Protection, LLC requested these tolerances under the Federal Food, Drug, and Cosmetic Act (FFDCA).","This regulation establishes tolerances for residues of simazine in or on citrus fruits (crop group 10-10), pome fruits (crop group 11-10), stone fruits (crop group 12-12), and tree nuts (crop group 14-12) and amends the tolerance for residues in or on...","Administrative practice and procedure, Agricultural commodities, Environmental protection, Pesticides and pests, Reporting and recordkeeping requirements","This regulation is effective December 22, 2022. Objections and requests for hearings must be received on or before February 21, 2023, and must be filed in accordance with the instructions provided in 40 CFR part 178 (see also Unit I.C. of the SUPPLEMENTARY INFORMATION).",7,78562,78568,,Environmental Protection Agency,145,https://www.federalregister.gov/agencies/environmental-protection-agency,None,environmental-protection-agency,40,180
National Priorities List,2022-27348,Final rule.,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27348.pdf,"The Comprehensive Environmental Response, Compensation, and Liability Act of 1980 (""CERCLA"" or ""the Act""), as amended, requires that the National Oil and Hazardous Substances Pollution Contingency Plan (""NCP"") include a list of national priorities among the known releases or threatened releases of hazardous substances, pollutants or contaminants throughout the United States. The National Priorities List (""NPL"") constitutes this list. The NPL is intended primarily to guide the Environmental Protection Agency (""the EPA"" or ""the agency"") in determining which sites warrant further investigation. These further investigations will allow the EPA to assess the nature and extent of public health and environmental risks associated with the site and to determine what CERCLA-financed remedial action(s), if any, may be appropriate. This rule adds two sites to the General Superfund section of the NPL.","The Comprehensive Environmental Response, Compensation, and Liability Act of 1980 (""CERCLA"" or ""the Act""), as amended, requires that the National Oil and Hazardous Substances Pollution Contingency Plan (""NCP"") include a list of national priorities...","Air pollution control, Chemicals, Environmental protection, Hazardous substances, Hazardous waste, Intergovernmental relations, Natural resources, Oil pollution, Penalties, Reporting and recordkeeping requirements, Superfund, Water pollution control, Water supply","The rule is effective on January 23, 2023.",6,78568,78573,,Environmental Protection Agency,145,https://www.federalregister.gov/agencies/environmental-protection-agency,None,environmental-protection-agency,40,300
Facilitating Shared Use in the 3100-3550 MHz Band,2022-27820,Final action.,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27820.pdf,"In this document, the Wireless Telecommunication Bureau (Bureau) selects the four entities that will represent the interest of the new entrants to the 3.45-3.55 GHz band in selecting the Reimbursement Clearinghouse. The four entities selected are NBCUniversal, Nexstar Broadcasting (Nexstar), CTIA-The Wireless Association (CTIA), and the Competitive Carriers Association (CCA). In addition, the Bureau adopts certain requirements regarding the Clearinghouse search committee process and the operation of the Clearinghouse. These requirements support the prevention of waste, fraud, and abuse in the handling of reimbursement funds and will protect confidential information.","In this document, the Wireless Telecommunication Bureau (Bureau) selects the four entities that will represent the interest of the new entrants to the 3.45-3.55 GHz band in selecting the Reimbursement Clearinghouse. The four entities selected are...",,"This final agency action is effective January 23, 2023.",7,78573,78579,,Federal Communications Commission,161,https://www.federalregister.gov/agencies/federal-communications-commission,None,federal-communications-commission,"47, 47, 47","1, 2, 27"
Rulemaking Petition: Disgorgement of Contributions,2022-27779,Rulemaking petition: notification of availability.,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27779.pdf,"On August 25, 2022, the Federal Election Commission received a Petition for Rulemaking asking the Commission to amend or clarify its regulations regarding the refunding of contributions that violate the source prohibitions or amount limitations of the Federal Election Campaign Act (""the Act""). The petitioner requests that the Commission amend its regulations to permit committees to disgorge illegal contributions to the United States Treasury, and to provide that the Commission may require disgorgement when, according to the petitioner, a refund would be unjust and create incentives for future lawbreaking.","On August 25, 2022, the Federal Election Commission received a Petition for Rulemaking asking the Commission to amend or clarify its regulations regarding the refunding of contributions that violate the source prohibitions or amount limitations of the...",,"Comments must be submitted on or before February 21, 2023.",2,78611,78612,,Federal Election Commission,165,https://www.federalregister.gov/agencies/federal-election-commission,None,federal-election-commission,"11, 11, 11, 11, 11","103, 104, 9007, 9014, 9038"
"Air Plan Disapproval; West Virginia; Revision to the West Virginia State Implementation Plan To Add the SSM Rule 45CSR1-Alternative Emission Limitations During Startup, Shutdown, and Maintenance Operations",2022-27713,Proposed rule.,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27713.pdf,"The Environmental Protection Agency (EPA) is proposing to disapprove a state implementation plan (SIP) revision submitted by the State of West Virginia on June 13, 2017. The revision pertains to a new rule setting forth the requirements to establish, at the discretion of the Secretary of the West Virginia Department of Environmental Protection (WVDEP), an alternative emission limitation (AEL) for a source that requests an AEL. This SIP revision was submitted in response to a finding of substantial inadequacy and SIP call published on June 12, 2015, for provisions in the West Virginia SIP related to excess emissions during startup, shutdown, and malfunction (SSM) events. EPA is proposing to disapprove the SIP revision and proposing to determine that such SIP revision does not correct the deficiencies identified in the June 12, 2015, SIP Call.","The Environmental Protection Agency (EPA) is proposing to disapprove a state implementation plan (SIP) revision submitted by the State of West Virginia on June 13, 2017. The revision pertains to a new rule setting forth the requirements to establish,...","Air pollution control, Carbon monoxide, Environmental protection, Incorporation by reference, Intergovernmental relations, Lead, Nitrogen dioxide, Ozone, Particulate matter, Reporting and recordkeeping requirements, Sulfur oxides, Volatile organic compounds","Written comments must be received on or before January 23, 2023.",5,78617,78621,,Environmental Protection Agency,145,https://www.federalregister.gov/agencies/environmental-protection-agency,None,environmental-protection-agency,40,52
"Approval of the Clean Air Act, Section 112(l), Authority for Hazardous Air Pollutants: Air Emissions Standards for Halogenated Solvent Cleaning Machines; State of Rhode Island Department of Environmental Management",2022-27765,Proposed rule.,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27765.pdf,"The EPA is proposing to grant the Rhode Island Department of Environmental Management (RI DEM) the authority to implement and enforce the amended Rhode Island Code of Regulations, Control of Emissions from Organic Solvent Cleaning (Organic Solvent Cleaning Rule), and the General Definitions Regulation (General Definitions Rule) in place of the National Emission Standard for Halogenated Solvent Cleaning (Halogenated Solvent NESHAP) as a partial rule substitution as it applies to organic solvent cleaning machines in Rhode Island. Upon approval, RI DEM's amended Organic Solvent Cleaning Rule and General Definitions Rule would apply to all sources that otherwise would be regulated by the Halogenated Solvent NESHAP, except for continuous web cleaning machines, for which the Halogenated Solvent NESHAP would continue to apply. The EPA has reviewed RI DEM's request and has preliminarily determined that the State's amended Organic Solvent Cleaning Rule and General Definitions Rule satisfy the requirements necessary for approval. Thus, the EPA is proposing to approve the request. This approval would make RI DEM's amended Organic Solvent Cleaning Rule and General Definitions Rule federally enforceable. This action is being taken under the Clean Air Act (CAA).","The EPA is proposing to grant the Rhode Island Department of Environmental Management (RI DEM) the authority to implement and enforce the amended Rhode Island Code of Regulations, Control of Emissions from Organic Solvent Cleaning (Organic Solvent...","Administrative practice and procedure, Air pollution control, Environmental protection, Hazardous substances, Incorporation by reference, Intergovernmental relations, Reporting and recordkeeping requirements","Written comments must be received on or before January 23, 2023.",5,78621,78625,,Environmental Protection Agency,145,https://www.federalregister.gov/agencies/environmental-protection-agency,None,environmental-protection-agency,40,63
Submission for OMB Review; Comment Request,2022-27809,,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27809.pdf,,,,,1,78631,78631,,Agriculture Department,12,https://www.federalregister.gov/agencies/agriculture-department,None,agriculture-department,,
Submission for OMB Review; Comment Request,2022-27806,,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27806.pdf,,,,,2,78631,78632,,Agriculture Department,12,https://www.federalregister.gov/agencies/agriculture-department,None,agriculture-department,,
Submission for OMB Review; Comment Request,2022-27807,,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27807.pdf,,,,,2,78632,78633,,Agriculture Department,12,https://www.federalregister.gov/agencies/agriculture-department,None,agriculture-department,,
Information Collection: Infrastructure Investment and Jobs Act Financial Assistance to Facilities That Purchase and Process Byproducts for Ecosystem Restoration (CFDA 10.725) Wood Products Infrastructure Assistance (WPIA),2022-27845,Notice; request for comment.,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27845.pdf,"In accordance with the Paperwork Reduction Act of 1995, the Forest Service is seeking comments from all interested individuals and organizations on the extension with no revision of a currently approved information collection, Infrastructure Investment and Jobs Act Financial Assistance to Facilities that Purchase and Process Byproducts for Ecosystem Restoration (CFDA 10.725) Wood Products Infrastructure Assistance (WPIA).","In accordance with the Paperwork Reduction Act of 1995, the Forest Service is seeking comments from all interested individuals and organizations on the extension with no revision of a currently approved information collection, Infrastructure Investment...",,"Comments must be received in writing on or before February 21, 2023 to be assured of consideration. Comments received after that date will be considered to the extent practicable.",2,78633,78634,,"Agriculture Department, Forest Service","12, 209","https://www.federalregister.gov/agencies/agriculture-department, https://www.federalregister.gov/agencies/forest-service","None, 12","agriculture-department, forest-service",,
Information Collection; National Woodland Owner Survey,2022-27891,Notice; request for comment.,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27891.pdf,"In accordance with the Paperwork Reduction Act of 1995, the Forest Service is seeking comments from all interested individuals and organizations on the revision of the National Woodland Owner Survey information collection.","In accordance with the Paperwork Reduction Act of 1995, the Forest Service is seeking comments from all interested individuals and organizations on the revision of the National Woodland Owner Survey information collection.",,"Comments must be received in writing on or before February 21, 2023 to be assured of consideration. Comments received after that date will be considered to the extent practicable.",2,78634,78635,,"Agriculture Department, Forest Service","12, 209","https://www.federalregister.gov/agencies/agriculture-department, https://www.federalregister.gov/agencies/forest-service","None, 12","agriculture-department, forest-service",,
Notice of Intent To Request To Conduct a New Information Collection,2022-27773,Notice and request for comments.,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27773.pdf,"In accordance with the Paperwork Reduction Act of 1995, this notice announces the intention of the National Agricultural Statistics Service (NASS) to seek approval to conduct a new information collection to gather data regarding production practices, costs and returns, and contractor expenses. This data is currently being collected under OMB number 0535-0218.","In accordance with the Paperwork Reduction Act of 1995, this notice announces the intention of the National Agricultural Statistics Service (NASS) to seek approval to conduct a new information collection to gather data regarding production practices,...",,"Comments on this notice must be received by February 21, 2023 to be assured of consideration.",3,78635,78637,,"Agriculture Department, National Agricultural Statistics Service","12, 303","https://www.federalregister.gov/agencies/agriculture-department, https://www.federalregister.gov/agencies/national-agricultural-statistics-service","None, 12","agriculture-department, national-agricultural-statistics-service",,
Notice of Intent To Seek Approval To Revise and Extend a Currently Approved Information Collection,2022-27761,Notice and request for comments.,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27761.pdf,"In accordance with the Paperwork Reduction Act of 1995, this notice announces the intention of the National Agricultural Statistics Service (NASS) to request revision and extension of a currently approved information collection, the Agricultural Resources Management Survey (ARMS), phases 1 and 2 as well as Chemical Use Surveys. All phases of the Agricultural Resources Management Survey(s) are included in the current OMB Control Number 0535-0218, but this information collection renewal request will only include the ARMS phases 1 and 2 as well as Chemical Use Surveys. The ARMS phase 3 surveys will be moved to a separate information collection request. Splitting these surveys across multiple information collections will allow USDA and cooperators more flexibility for changes to best address current trends in the farming industry. A revision to burden hours will be needed due to this separation as well as changes in the size of the target population, sampling design, and/or questionnaire length.","In accordance with the Paperwork Reduction Act of 1995, this notice announces the intention of the National Agricultural Statistics Service (NASS) to request revision and extension of a currently approved information collection, the Agricultural...",,"Comments on this notice must be received by February 21, 2023 to be assured of consideration.",2,78637,78638,,"Agriculture Department, National Agricultural Statistics Service","12, 303","https://www.federalregister.gov/agencies/agriculture-department, https://www.federalregister.gov/agencies/national-agricultural-statistics-service","None, 12","agriculture-department, national-agricultural-statistics-service",,
"Foreign-Trade Zone (FTZ) 35-Philadelphia, Pennsylvania, Authorization of Production Activity, Piramal Pharma Solutions (Pharmaceutical Products), Sellersville, Pennsylvania",2022-27836,,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27836.pdf,,,,,2,78638,78639,,"Commerce Department, Foreign-Trade Zones Board","54, 208","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/foreign-trade-zones-board","None, 54","commerce-department, foreign-trade-zones-board",,
Certain Steel Nails From the Sultanate of Oman: Final Results of Antidumping Duty Administrative Review; 2020-2021,2022-27904,,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27904.pdf,"The U.S. Department of Commerce (Commerce) determines that certain steel nails from the Sultanate of Oman (Oman) were sold in the United States at less than normal value (NV) during the period of review (POR), July 1, 2020, through June 30, 2021.","The U.S. Department of Commerce (Commerce) determines that certain steel nails from the Sultanate of Oman (Oman) were sold in the United States at less than normal value (NV) during the period of review (POR), July 1, 2020, through June 30, 2021.",,"Applicable December 22, 2022.",2,78639,78640,,"Commerce Department, International Trade Administration","54, 261","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/international-trade-administration","None, 54","commerce-department, international-trade-administration",,
"Alloy and Certain Carbon Steel Threaded Rod From the People's Republic of China: Preliminary Results of Antidumping Duty Administrative Review and Rescission of Administrative Review, in Part; 2021-2022",2022-27837,,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27837.pdf,"The U.S. Department of Commerce (Commerce) preliminarily finds that Ningbo Dongxin High-Strength Nut Co., Ltd. (Ningbo Dongxin), is not eligible for a separate rate. The period of review (POR) is April 1, 2021, through March 31, 2022. Commerce is also rescinding the review with respect to Ningbo Zhongjiang High Strength Bolts Co., Ltd. (Zhongjiang Bolts). Interested parties are invited to comment on these preliminary results of review.","The U.S. Department of Commerce (Commerce) preliminarily finds that Ningbo Dongxin High-Strength Nut Co., Ltd. (Ningbo Dongxin), is not eligible for a separate rate. The period of review (POR) is April 1, 2021, through March 31, 2022. Commerce is also...",,"Applicable December 22, 2022.",3,78640,78642,,"Commerce Department, International Trade Administration","54, 261","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/international-trade-administration","None, 54","commerce-department, international-trade-administration",,
"Certain Hot-Rolled Steel Flat Products From Australia, Brazil, Japan, the Republic of Korea, the Netherlands, the Republic of Turkey, and the United Kingdom: Continuation of Antidumping Duty Orders (Australia, Japan, Korea, the Netherlands, Turkey, and United Kingdom) and Countervailing Duty Order (Korea) and Revocation of Antidumping and Countervailing Duty Orders (Brazil)",2022-27839,,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27839.pdf,"As a result of the determinations by the U.S. Department of Commerce (Commerce) and the U.S. International Trade Commission (ITC) that revocation of the antidumping duty (AD) orders on certain hot- rolled steel flat products (hot-rolled steel) from Australia, Japan, the Republic of Korea (Korea), the Netherlands, the Republic of Turkey (Turkey), and the United Kingdom would likely lead to continuation or recurrence of dumping and material injury to an industry in the United States, Commerce is publishing a notice of continuation of the AD orders for these countries. Further, as a result of Commerce's and the ITC's determinations that the countervailing duty (CVD) order on hot- rolled steel from Korea would likely lead to continuation or recurrence of net countervailable subsidies and material injury to an industry in the United States, Commerce is publishing a notice of continuation CVD order for Korea. Finally, as a result of the ITC's determination that revocation of the AD and CVD orders on hot-rolled steel from Brazil is not likely to lead to continuation or recurrence of material injury to an industry in the United States, Commerce is revoking the AD and CVD orders on hot-rolled steel from Brazil.",As a result of the determinations by the U.S. Department of Commerce (Commerce) and the U.S. International Trade Commission (ITC) that revocation of the antidumping duty (AD) orders on certain hot- rolled steel flat products (hot-rolled steel) from...,,"Applicable December 22, 2022.",3,78642,78644,,"Commerce Department, International Trade Administration","54, 261","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/international-trade-administration","None, 54","commerce-department, international-trade-administration",,
Multilayered Wood Flooring From the People's Republic of China: Preliminary Results and Partial Rescission of Countervailing Duty Administrative Review; 2020,2022-27843,,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27843.pdf,"The Department of Commerce (Commerce) preliminarily determines that countervailable subsidies are being provided to producers and exporters of multilayered wood flooring (wood flooring) from the People's Republic of China (China). The period of review (POR) is January 1, 2020, through December 31, 2020. Interested parties are invited to comment on these preliminary results of review.",The Department of Commerce (Commerce) preliminarily determines that countervailable subsidies are being provided to producers and exporters of multilayered wood flooring (wood flooring) from the People's Republic of China (China). The period of review...,,"Applicable December 22, 2022.",4,78644,78647,,"Commerce Department, International Trade Administration","54, 261","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/international-trade-administration","None, 54","commerce-department, international-trade-administration",,
Hydrofluorocarbon Blends From the People's Republic of China: Final Results of Antidumping Duty Administrative Review; 2020-2021,2022-27882,,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27882.pdf,"The U.S. Department of Commerce (Commerce) continues to find that Huantai Dongyue International Trade Co., Ltd. (Huantai Dongyue), Shandong Dongyue Chemical Co., Ltd. (Shandong Dongyue), Zhejiang Yonghe Refrigerant Co., Ltd. (Zhejiang Yonghe), and Zhejiang Sanmei Chemical Ind. Co., Ltd. (Sanmei) made no shipments during the period of review (POR), August 1, 2020, through July 31, 2021. Commerce also continues to find that the remaining companies subject to this administrative review (collectively, the non-responsive parties) are part of the China-wide entity.","The U.S. Department of Commerce (Commerce) continues to find that Huantai Dongyue International Trade Co., Ltd. (Huantai Dongyue), Shandong Dongyue Chemical Co., Ltd. (Shandong Dongyue), Zhejiang Yonghe Refrigerant Co., Ltd. (Zhejiang Yonghe), and...",,"Applicable December 22, 2022.",3,78647,78649,,"Commerce Department, International Trade Administration","54, 261","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/international-trade-administration","None, 54","commerce-department, international-trade-administration",,
Certain Softwood Lumber Products From Canada: Notice of Amended Final Results of Countervailing Duty Administrative Review; 2020,2022-27844,,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27844.pdf,The U.S. Department of Commerce (Commerce) is amending its notice of final results for the 2020 administrative review of the countervailing duty (CVD) order on certain softwood lumber products (softwood lumber) from Canada.,The U.S. Department of Commerce (Commerce) is amending its notice of final results for the 2020 administrative review of the countervailing duty (CVD) order on certain softwood lumber products (softwood lumber) from Canada.,,"Applicable December 22, 2022.",2,78649,78650,,"Commerce Department, International Trade Administration","54, 261","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/international-trade-administration","None, 54","commerce-department, international-trade-administration",,
National Conference on Weights and Measures 2023 Interim Meeting,2022-27874,Notice.,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27874.pdf,"The 2023 Interim Meeting of the National Conference on Weights and Measures (NCWM) will be held in-person at the Hyatt Regency Savannah in Savannah, Georgia from Sunday, January 8 through Wednesday, January 11, 2023. This notice contains information about significant items on the NCWM Committee agendas but does not include all agenda items. As a result, the items are not consecutively numbered.","The 2023 Interim Meeting of the National Conference on Weights and Measures (NCWM) will be held in-person at the Hyatt Regency Savannah in Savannah, Georgia from Sunday, January 8 through Wednesday, January 11, 2023. This notice contains information...",,"The 2023 Interim Meeting will be held from Sunday, January 8, 2023, through Wednesday, January 11, 2023. The meeting schedule is tentatively: Sunday, January 8 from 8:00 a.m. to 7:00 p.m.; Monday, January 9 from 7:30 a.m. to 5:00 p.m.; Tuesday, January 10 from 7:30 a.m. to 5:00 p.m.; and Wednesday, January 11 from 7:30 a.m. to 12:00 p.m. Eastern Time. The meeting schedule will be available on the NCWM website at www.ncwm.com.",3,78650,78652,,"Commerce Department, National Institute of Standards and Technology","54, 352","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/national-institute-of-standards-and-technology","None, 54","commerce-department, national-institute-of-standards-and-technology",,
Taking and Importing Marine Mammals; Taking Marine Mammals Incidental to Geophysical Surveys Related to Oil and Gas Activities in the Gulf of Mexico,2022-27777,Notice of issuance of letter of authorization.,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27777.pdf,"In accordance with the Marine Mammal Protection Act (MMPA), as amended, its implementing regulations, and NMFS' MMPA Regulations for Taking Marine Mammals Incidental to Geophysical Surveys Related to Oil and Gas Activities in the Gulf of Mexico, notification is hereby given that a Letter of Authorization (LOA) has been issued to LLOG Exploration Offshore, L.L.C. (LLOG) for the take of marine mammals incidental to geophysical survey activity in the Gulf of Mexico.","In accordance with the Marine Mammal Protection Act (MMPA), as amended, its implementing regulations, and NMFS' MMPA Regulations for Taking Marine Mammals Incidental to Geophysical Surveys Related to Oil and Gas Activities in the Gulf of Mexico,...",,"The LOA is effective from January 1, 2023, through December 31, 2024.",4,78652,78655,,"Commerce Department, National Oceanic and Atmospheric Administration","54, 361","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration","None, 54","commerce-department, national-oceanic-and-atmospheric-administration",,
Takes of Marine Mammals Incidental to Specified Activities; Taking Marine Mammals Incidental to Naval Base Point Loma Fuel Pier Inboard Pile Removal Project,2022-27776,Notice; request for comments on proposed renewal incidental harassment authorization.,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27776.pdf,"NMFS received a request from the United States Navy (Navy) for the renewal of their currently active incidental harassment authorization (IHA) to take marine mammals incidental to Fuel Pier Inboard Pile Removal Project at Naval Base Point Loma in San Diego Bay, California. These activities consist of activities that are covered by the current authorization but will not be completed prior to its expiration. Pursuant to the Marine Mammal Protection Act, prior to issuing the currently active IHA, NMFS requested comments on both the proposed IHA and the potential for renewing the initial authorization if certain requirements were satisfied. The renewal requirements have been satisfied, and NMFS is now providing an additional 15-day comment period to allow for any additional comments on the proposed renewal not previously provided during the initial 30-day comment period.",NMFS received a request from the United States Navy (Navy) for the renewal of their currently active incidental harassment authorization (IHA) to take marine mammals incidental to Fuel Pier Inboard Pile Removal Project at Naval Base Point Loma in San...,,"Comments and information must be received no later than January 6, 2023.",5,78655,78659,,"Commerce Department, National Oceanic and Atmospheric Administration","54, 361","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration","None, 54","commerce-department, national-oceanic-and-atmospheric-administration",,
North Pacific Fishery Management Council; Public Meeting,2022-27889,Notice.,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27889.pdf,"The North Pacific Fishery Management Council (Council) Bering Sea Fishery Ecosystem Plan Local Knowledge, Traditional Knowledge, and Subsistence Taskforce (LKTKS) will be held January 5, 2023.","The North Pacific Fishery Management Council (Council) Bering Sea Fishery Ecosystem Plan Local Knowledge, Traditional Knowledge, and Subsistence Taskforce (LKTKS) will be held January 5, 2023.",,"The meeting will be held on Thursday, January 5, 2023 from 8:30 a.m. to 11:30 a.m. Alaska Time.",1,78659,78659,,"Commerce Department, National Oceanic and Atmospheric Administration","54, 361","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration","None, 54","commerce-department, national-oceanic-and-atmospheric-administration",,
Endangered Species; File No. 27106,2022-27799,Notice; receipt of application and conservation plan for an incidental take permit; and request for comment.,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27799.pdf,"Notice is hereby given that the North Carolina Department of Environment and Natural Resources, Division of Marine Fisheries (NCDMF) has applied in due form for a permit pursuant to the Endangered Species Act of 1973, as amended (ESA). As required by the ESA, NCDMF's application includes a conservation plan designed to minimize and mitigate take of endangered or threatened species. The permit application is for the incidental take of ESA-listed sea turtles and sturgeon associated with the otherwise lawful gill net fisheries operating in the inshore waters of North Carolina. The duration of the requested permit is 10 years. NMFS is providing this notice in order to allow other agencies and the public an opportunity to review and comment on the application materials. All comments received will become part of the public record and will be available for review.","Notice is hereby given that the North Carolina Department of Environment and Natural Resources, Division of Marine Fisheries (NCDMF) has applied in due form for a permit pursuant to the Endangered Species Act of 1973, as amended (ESA). As required by...",,"Written comments must be received at the appropriate address (see ADDRESSES) on or before January 23, 2023.",3,78659,78661,,"Commerce Department, National Oceanic and Atmospheric Administration","54, 361","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/national-oceanic-and-atmospheric-administration","None, 54","commerce-department, national-oceanic-and-atmospheric-administration",,
Fifth Extension of the Modified COVID-19 Prioritized Examination Pilot Program for Patent Applications,2022-27795,Notice.,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27795.pdf,"To continue to support the acceleration of innovations in the fight against COVID-19 during the public health emergency, the United States Patent and Trademark Office (USPTO or Office) is extending the modified COVID-19 Prioritized Examination Pilot Program, which provides prioritized examination of certain patent applications. Requests that are compliant with the pilot program's requirements and are filed on or before February 15, 2023, will be accepted. The USPTO will evaluate whether to further extend the program during this extension period.","To continue to support the acceleration of innovations in the fight against COVID-19 during the public health emergency, the United States Patent and Trademark Office (USPTO or Office) is extending the modified COVID-19 Prioritized Examination Pilot...",,"The COVID-19 Prioritized Examination Pilot Program is extended as of December 22, 2022, to run until February 15, 2023.",2,78661,78662,,"Commerce Department, Patent and Trademark Office","54, 402","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/patent-and-trademark-office","None, 54","commerce-department, patent-and-trademark-office",,
Submission for OMB Review; Comments Request,2022-27744,Notice of information collection; request for comment.,2022-12-22,https://www.govinfo.gov/content/pkg/FR-2022-12-22/pdf/2022-27744.pdf,"Under the provisions of the Paperwork Reduction Act, agencies are required to publish a Notice in the Federal Register notifying the public that the agency is modifying an existing information collection for OMB review and approval and requests public review and comment on the submission. The agencies received no comments in response to the sixty (60) day notice. The purpose of this notice is to allow an additional thirty (30) days for public comments to be submitted. Comments are being solicited on the need for the information; the accuracy of the burden estimate; the quality, practical utility, and clarity of the information to be collected; and ways to minimize reporting the burden, including automated collected techniques and uses of other forms of technology.","Under the provisions of the Paperwork Reduction Act, agencies are required to publish a Notice in the Federal Register notifying the public that the agency is modifying an existing information collection for OMB review and approval and requests public...",,"Comments must be received by January 23, 2023.",1,78662,78662,,International Development Finance Corporation,606,https://www.federalregister.gov/agencies/u-s-international-development-finance-corporation,None,u-s-international-development-finance-corporation,,
