document_title,document_number,action,publication_date,pdf_url,abstract,excerpts,topics,dates,page_length,start_page,end_page,significant,agency_names,agency_ids,agency_urls,agency_parent_ids,agency_slugs,cfr_titles,cfr_parts
Tucson Electric Power Company; Notice of Institution of Section 206 Proceeding and Refund Effective Date,2021-27737,,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27737.pdf,,,,,1,72596,72596,,"Energy Department, Federal Energy Regulatory Commission","136, 167","https://www.federalregister.gov/agencies/energy-department, https://www.federalregister.gov/agencies/federal-energy-regulatory-commission","None, 136","energy-department, federal-energy-regulatory-commission",,
Combined Notice of Filings #1,2021-27739,,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27739.pdf,,,,12/10/21.,3,72596,72598,,"Energy Department, Federal Energy Regulatory Commission","136, 167","https://www.federalregister.gov/agencies/energy-department, https://www.federalregister.gov/agencies/federal-energy-regulatory-commission","None, 136","energy-department, federal-energy-regulatory-commission",,
Notice of Appointment of Board Member to FASAB,2021-27713,Notice.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27713.pdf,"Notice is hereby given that Mr. Raymond Vicks, Jr., has been appointed to the Federal Accounting Standards Advisory Board (FASAB or ""the Board""). Mr. Vicks' five-year term will begin on July 1, 2022.","Notice is hereby given that Mr. Raymond Vicks, Jr., has been appointed to the Federal Accounting Standards Advisory Board (FASAB or ""the Board""). Mr. Vicks' five-year term will begin on July 1, 2022.",,,1,72598,72598,,Federal Accounting Standards Advisory Board,158,https://www.federalregister.gov/agencies/federal-accounting-standards-advisory-board,None,federal-accounting-standards-advisory-board,,
Information Collection Being Reviewed by the Federal Communications Commission Under Delegated Authority,2021-27723,Notice and request for comments.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27723.pdf,"As part of its continuing effort to reduce paperwork burdens, and as required by the Paperwork Reduction Act (PRA) of 1995, the Federal Communications Commission (FCC or the Commission) invites the general public and other Federal agencies to take this opportunity to comment on the following information collection. Comments are requested concerning: Whether the proposed collection of information is necessary for the proper performance of the functions of the Commission, including whether the information shall have practical utility; the accuracy of the Commission's burden estimate; ways to enhance the quality, utility, and clarity of the information collected; ways to minimize the burden of the collection of information on the respondents, including the use of automated collection techniques or other forms of information technology; and ways to further reduce the information collection burden on small business concerns with fewer than 25 employees. The FCC may not conduct or sponsor a collection of information unless it displays a currently valid control number. No person shall be subject to any penalty for failing to comply with a collection of information subject to the PRA that does not display a valid Office of Management and Budget (OMB) control number.","As part of its continuing effort to reduce paperwork burdens, and as required by the Paperwork Reduction Act (PRA) of 1995, the Federal Communications Commission (FCC or the Commission) invites the general public and other Federal agencies to take this...",,"Written PRA comments should be submitted on or before February 22, 2022. If you anticipate that you will be submitting comments, but find it difficult to do so within the period of time allowed by this notice, you should advise the contact listed below as soon as possible.",1,72598,72598,,Federal Communications Commission,161,https://www.federalregister.gov/agencies/federal-communications-commission,None,federal-communications-commission,,
Information Collections Being Reviewed by the Federal Communications Commission,2021-27882,Notice and request for comments.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27882.pdf,"As part of its continuing effort to reduce paperwork burdens, and as required by the Paperwork Reduction Act (PRA) of 1995, the Federal Communications Commission (FCC or the Commission) invites the general public and other Federal agencies to take this opportunity to comment on the following information collection. Comments are requested concerning: Whether the proposed collection of information is necessary for the proper performance of the functions of the Commission, including whether the information shall have practical utility; the accuracy of the Commission's burden estimate; ways to enhance the quality, utility, and clarity of the information collected; ways to minimize the burden of the collection of information on the respondents, including the use of automated collection techniques or other forms of information technology; and ways to further reduce the information collection burden on small business concerns with fewer than 25 employees. The FCC may not conduct or sponsor a collection of information unless it displays a currently valid control number. No person shall be subject to any penalty for failing to comply with a collection of information subject to the PRA that does not display a valid Office of Management and Budget (OMB) control number.","As part of its continuing effort to reduce paperwork burdens, and as required by the Paperwork Reduction Act (PRA) of 1995, the Federal Communications Commission (FCC or the Commission) invites the general public and other Federal agencies to take this...",,"Written PRA comments should be submitted on or before February 22, 2022. If you anticipate that you will be submitting comments, but find it difficult to do so within the period of time allowed by this notice, you should advise the contact listed below as soon as possible.",3,72598,72600,,Federal Communications Commission,161,https://www.federalregister.gov/agencies/federal-communications-commission,None,federal-communications-commission,,
Federal Advisory Committee Act; Task Force for Reviewing the Connectivity and Technology Needs of Precision Agriculture in the United States,2021-27725,Notice of public meeting.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27725.pdf,"In accordance with the Federal Advisory Committee Act, this notice advises interested persons that the Federal Communications Commission's (FCC or Commission) Task Force for Reviewing the Connectivity and Technology Needs of Precision Agriculture in the United States (Task Force) will hold its next meeting via live internet link.","In accordance with the Federal Advisory Committee Act, this notice advises interested persons that the Federal Communications Commission's (FCC or Commission) Task Force for Reviewing the Connectivity and Technology Needs of Precision Agriculture in...",,"January 13, 2022. The meeting will come to order at 10:00 a.m. EST.",1,72601,72601,,Federal Communications Commission,161,https://www.federalregister.gov/agencies/federal-communications-commission,None,federal-communications-commission,,
Submission for OMB Review; National Human Trafficking Hotline (NHTH) Performance Indicators,2021-27646,Request for public comment.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27646.pdf,The Administration for Children and Families (ACF) is requesting approval for a new information collection: National Human Trafficking Hotline (NHTH) Performance Indicators.,The Administration for Children and Families (ACF) is requesting approval for a new information collection: National Human Trafficking Hotline (NHTH) Performance Indicators.,,"Comments due within 30 days of publication. The Office of Management and Budget (OMB) must make a decision about the collection of information between 30 and 60 days after publication of this document in the Federal Register. Therefore, a comment is best assured of having its full effect if OMB receives it within 30 days of publication.",2,72601,72602,,"Health and Human Services Department, Children and Families Administration","221, 49","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/children-and-families-administration","None, 221","health-and-human-services-department, children-and-families-administration",,
Submission for OMB Review; Unaccompanied Children (UC) Program Budget Workbook Template (New Collection),2021-27767,Request for public comment.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27767.pdf,"The Administration for Children and Families' (ACF) Office of Refugee Resettlement (ORR) is requesting clearance for the proposed new collection titled ""UC Program Budget Workbook"" to streamline budget details and justifications of applicants to funding opportunities.","The Administration for Children and Families' (ACF) Office of Refugee Resettlement (ORR) is requesting clearance for the proposed new collection titled ""UC Program Budget Workbook"" to streamline budget details and justifications of applicants to...",,"Comments due within 30 days of publication. OMB must make a decision about the collection of information between 30 and 60 days after publication of this document in the Federal Register. Therefore, a comment is best assured of having its full effect if OMB receives it within 30 days of publication.",2,72602,72603,,"Health and Human Services Department, Children and Families Administration","221, 49","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/children-and-families-administration","None, 221","health-and-human-services-department, children-and-families-administration",,
Validation and Verification of Analytical Testing Methods Used for Tobacco Products; Draft Guidance for Industry; Availability; Request for Comments,2021-27719,Notice; request for comments.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27719.pdf,"The Food and Drug Administration (FDA, Agency, or we) is announcing the availability of a draft guidance for industry entitled ""Validation and Verification of Analytical Testing Methods used for Tobacco Products"" and requesting comments, including scientific and other information, concerning the recommendations set forth in the draft guidance. The draft guidance, when finalized, would provide information and recommendations related to the validation and verification of analytical test methods, including analytical testing of tobacco product constituents, ingredients, and additives, as well as stability testing of tobacco products. This draft guidance would help industry produce more consistent and reliable analytical data used to support regulatory submissions for finished tobacco products.","The Food and Drug Administration (FDA, Agency, or we) is announcing the availability of a draft guidance for industry entitled ""Validation and Verification of Analytical Testing Methods used for Tobacco Products"" and requesting comments, including...",,"Submit either electronic or written comments on the draft guidance by February 22, 2022 to ensure that the Agency considers your comment on this draft guidance before it begins work on the final version of the guidance.",2,72603,72604,,"Health and Human Services Department, Food and Drug Administration","221, 199","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/food-and-drug-administration","None, 221","health-and-human-services-department, food-and-drug-administration",,
Agency Information Collection Activities; Submission for Office of Management and Budget Review; Comment Request; Biosimilars User Fee Program,2021-27680,Notice.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27680.pdf,The Food and Drug Administration (FDA) is announcing that a proposed collection of information has been submitted to the Office of Management and Budget (OMB) for review and clearance under the Paperwork Reduction Act of 1995.,The Food and Drug Administration (FDA) is announcing that a proposed collection of information has been submitted to the Office of Management and Budget (OMB) for review and clearance under the Paperwork Reduction Act of 1995.,,"Submit written comments (including recommendations) on the collection of information by January 21, 2022.",3,72604,72606,,"Health and Human Services Department, Food and Drug Administration","221, 199","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/food-and-drug-administration","None, 221","health-and-human-services-department, food-and-drug-administration",,
"Determination That Alcohol and Dextrose Injection, 5 Milliliters/100 Milliliters, 5 Grams/100 Milliliters; and 10 Milliliters/100 Milliliters, 5 Grams/100 Milliliters, Were Withdrawn From Sale for Reasons of Safety or Effectiveness",2021-27696,Notice.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27696.pdf,"The Food and Drug Administration (FDA, Agency, or we) has determined that Alcohol and Dextrose Injection, 5 milliliters (mL)/100 mL, 5 gram (g)/100 mL; and Alcohol and Dextrose Injection, 10 mL/100 mL, 5 g/100 mL, were withdrawn from sale for reasons of safety or effectiveness. The Agency will not accept or approve abbreviated new drug applications (ANDAs) for Alcohol and Dextrose Injection, 5 mL/100 mL, 5 g/100 mL; and 10 mL/100 mL, 5 g/100 mL.","The Food and Drug Administration (FDA, Agency, or we) has determined that Alcohol and Dextrose Injection, 5 milliliters (mL)/100 mL, 5 gram (g)/100 mL; and Alcohol and Dextrose Injection, 10 mL/100 mL, 5 g/100 mL, were withdrawn from sale for reasons...",,,2,72606,72607,,"Health and Human Services Department, Food and Drug Administration","221, 199","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/food-and-drug-administration","None, 221","health-and-human-services-department, food-and-drug-administration",,
"Determination That ANTIZOL (Fomepizole) Injection, 1.5 Grams/1.5 Milliliters, Was Not Withdrawn From Sale for Reasons of Safety or Effectiveness",2021-27699,Notice.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27699.pdf,"The Food and Drug Administration (FDA or Agency) has determined that ANTIZOL (fomepizole) Injection, 1.5 grams (g)/1.5 milliliters (mL), was not withdrawn from sale for reasons of safety or effectiveness. This determination means that FDA will not begin procedures to withdraw approval of abbreviated new drug applications (ANDAs) that refer to this drug product, and it will allow FDA to continue to approve ANDAs that refer to the product as long as the ANDAs meet relevant legal and regulatory requirements.","The Food and Drug Administration (FDA or Agency) has determined that ANTIZOL (fomepizole) Injection, 1.5 grams (g)/1.5 milliliters (mL), was not withdrawn from sale for reasons of safety or effectiveness. This determination means that FDA will not...",,,1,72608,72608,,"Health and Human Services Department, Food and Drug Administration","221, 199","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/food-and-drug-administration","None, 221","health-and-human-services-department, food-and-drug-administration",,
National Center for Advancing Translational Sciences; Notice of Closed Meeting,2021-27691,,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27691.pdf,,,,"January 26-27, 2022.",2,72608,72609,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Institute of Environmental Health Sciences; Notice of Closed Meeting,2021-27690,,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27690.pdf,,,,"January 10, 2022.",1,72609,72609,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
Interagency Coordinating Committee on the Validation of Alternative Methods Communities of Practice Webinar on New Approach Methodologies To Assess (Developmental) Neurotoxicity; Notice of Public Webinar; Registration Information,2021-27692,Notice.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27692.pdf,"The Interagency Coordinating Committee on the Validation of Alternative Methods (ICCVAM) announces a public webinar ""New Approach Methodologies to Assess (Developmental) Neurotoxicity."" The webinar is organized on behalf of ICCVAM by the National Toxicology Program Interagency Center for the Evaluation of Alternative Toxicological Methods (NICEATM). Interested persons may participate via the web meeting platform. Time will be allotted for questions from the audience. Information about the webinar and registration are available at https://ntp.niehs.nih.gov/go/commprac-2022.","The Interagency Coordinating Committee on the Validation of Alternative Methods (ICCVAM) announces a public webinar ""New Approach Methodologies to Assess (Developmental) Neurotoxicity."" The webinar is organized on behalf of ICCVAM by the National...",,"Webinar: January 25, 2022, 10:00 a.m. to approximately 11:30 a.m. EST.",2,72609,72610,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Center for Advancing Translational Sciences; Notice of Closed Meeting,2021-27689,,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27689.pdf,,,,"February 23, 2022.",1,72610,72610,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
National Institute of Neurological Disorders and Stroke Notice of Meeting,2021-27724,,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27724.pdf,,,,"February 2-3, 2022.",1,72610,72610,,"Health and Human Services Department, National Institutes of Health","221, 353","https://www.federalregister.gov/agencies/health-and-human-services-department, https://www.federalregister.gov/agencies/national-institutes-of-health","None, 221","health-and-human-services-department, national-institutes-of-health",,
Automated Commercial Environment (ACE) Export Manifest for Air Cargo Test: Extension of Test,2021-27653,General notice.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27653.pdf,"This notice announces that U.S. Customs and Border Protection (CBP) is extending its Automated Commercial Environment (ACE) Export Manifest for Air Cargo Test, a National Customs Automation Program (NCAP) test concerning ACE export manifest capability.","This notice announces that U.S. Customs and Border Protection (CBP) is extending its Automated Commercial Environment (ACE) Export Manifest for Air Cargo Test, a National Customs Automation Program (NCAP) test concerning ACE export manifest capability.",,"The voluntary pilot initially began on July 10, 2015, and it was modified and extended on August 14, 2017. The extended test will run for an additional two years from the date of publication of this notice in the Federal Register.",2,72610,72611,,"Homeland Security Department, U.S. Customs and Border Protection","227, 501","https://www.federalregister.gov/agencies/homeland-security-department, https://www.federalregister.gov/agencies/u-s-customs-and-border-protection","None, 227","homeland-security-department, u-s-customs-and-border-protection",,
Visa Waiver Program Carrier Agreement (Form I-775),2021-27747,60-Day notice and request for comments; extension of an existing collection of information.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27747.pdf,"The Department of Homeland Security, U.S. Customs and Border Protection will be submitting the following information collection request to the Office of Management and Budget (OMB) for review and approval in accordance with the Paperwork Reduction Act of 1995 (PRA). The information collection is published in the Federal Register to obtain comments from the public and affected agencies.","The Department of Homeland Security, U.S. Customs and Border Protection will be submitting the following information collection request to the Office of Management and Budget (OMB) for review and approval in accordance with the Paperwork Reduction Act...",,"Comments are encouraged and must be submitted no later than February 22, 2022 to be assured of consideration.",2,72611,72612,,"Homeland Security Department, U.S. Customs and Border Protection","227, 501","https://www.federalregister.gov/agencies/homeland-security-department, https://www.federalregister.gov/agencies/u-s-customs-and-border-protection","None, 227","homeland-security-department, u-s-customs-and-border-protection",,
Request for Information,2021-27768,60-Day notice and request for comments; extension of an existing collection of information.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27768.pdf,"The Department of Homeland Security, U.S. Customs and Border Protection will be submitting the following information collection request to the Office of Management and Budget (OMB) for review and approval in accordance with the Paperwork Reduction Act of 1995 (PRA). The information collection is published in the Federal Register to obtain comments from the public and affected agencies.","The Department of Homeland Security, U.S. Customs and Border Protection will be submitting the following information collection request to the Office of Management and Budget (OMB) for review and approval in accordance with the Paperwork Reduction Act...",,"Comments are encouraged and must be submitted (no later than February 22, 2022) to be assured of consideration.",2,72612,72613,,"Homeland Security Department, U.S. Customs and Border Protection","227, 501","https://www.federalregister.gov/agencies/homeland-security-department, https://www.federalregister.gov/agencies/u-s-customs-and-border-protection","None, 227","homeland-security-department, u-s-customs-and-border-protection",,
Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Topographic and Hydrography Data Grants,2021-27647,Notice of information collection; request for comment.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27647.pdf,"In accordance with the Paperwork Reduction Act of 1995, we, the U.S. Geological Survey (USGS) are proposing to renew an information collection with revisions.","In accordance with the Paperwork Reduction Act of 1995, we, the U.S. Geological Survey (USGS) are proposing to renew an information collection with revisions.",,"Interested persons are invited to submit comments on or before February 22, 2022.",2,72613,72614,,"Interior Department, Geological Survey","253, 212","https://www.federalregister.gov/agencies/interior-department, https://www.federalregister.gov/agencies/geological-survey","None, 253","interior-department, geological-survey",,
Call for Nominations to the Idaho Resource Advisory Council,2021-27744,Notice.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27744.pdf,"The purpose of this notice is to request nominations to fill vacant positions or the positions of members whose terms are scheduled to expire for the Bureau of Land Management's (BLM) Idaho Resource Advisory Council (RAC). The RAC advises the Secretary of the Interior on the issues related to land use, planning, and the management of resources on BLM land in the State of Idaho.",The purpose of this notice is to request nominations to fill vacant positions or the positions of members whose terms are scheduled to expire for the Bureau of Land Management's (BLM) Idaho Resource Advisory Council (RAC). The RAC advises the Secretary...,,"All nominations must be received no later than January 21, 2022.",2,72614,72615,,"Interior Department, Land Management Bureau","253, 275","https://www.federalregister.gov/agencies/interior-department, https://www.federalregister.gov/agencies/land-management-bureau","None, 253","interior-department, land-management-bureau",,
Notice of Public Meetings: Resource Advisory Council Alaska,2021-27652,Notice of public meetings.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27652.pdf,"In accordance with the Federal Land Policy and Management Act and the Federal Advisory Committee Act of 1972, the U.S. Department of the Interior's Bureau of Land Management (BLM) Alaska Resource Advisory Council (RAC) will meet as indicated below.","In accordance with the Federal Land Policy and Management Act and the Federal Advisory Committee Act of 1972, the U.S. Department of the Interior's Bureau of Land Management (BLM) Alaska Resource Advisory Council (RAC) will meet as indicated below.",,"The Alaska RAC will hold virtual meetings on Tuesday, February 8, 2022, and Tuesday, May 17, 2022. The meetings will be held from 9 a.m. to 5 p.m. and may end earlier or later depending on the needs of group members.",1,72615,72615,,"Interior Department, Land Management Bureau","253, 275","https://www.federalregister.gov/agencies/interior-department, https://www.federalregister.gov/agencies/land-management-bureau","None, 253","interior-department, land-management-bureau",,
National Register of Historic Places; Notification of Pending Nominations and Related Actions,2021-27659,Notice.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27659.pdf,"The National Park Service is soliciting electronic comments on the significance of properties nominated before December 11, 2021, for listing or related actions in the National Register of Historic Places.","The National Park Service is soliciting electronic comments on the significance of properties nominated before December 11, 2021, for listing or related actions in the National Register of Historic Places.",,"Comments should be submitted electronically by January 6, 2022.",2,72615,72616,,"Interior Department, National Park Service","253, 362","https://www.federalregister.gov/agencies/interior-department, https://www.federalregister.gov/agencies/national-park-service","None, 253","interior-department, national-park-service",,
Notice of Receipt of Complaint; Solicitation of Comments Relating to the Public Interest,2021-27651,Notice.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27651.pdf,"Notice is hereby given that the U.S. International Trade Commission has received a complaint entitled Certain Replacement Automotive Lamps, DN 3583; the Commission is soliciting comments on any public interest issues raised by the complaint or complainant's filing pursuant to the Commission's Rules of Practice and Procedure.","Notice is hereby given that the U.S. International Trade Commission has received a complaint entitled Certain Replacement Automotive Lamps, DN 3583; the Commission is soliciting comments on any public interest issues raised by the complaint or...",,,2,72616,72617,,International Trade Commission,262,https://www.federalregister.gov/agencies/international-trade-commission,None,international-trade-commission,,
Notice of Receipt of Complaint; Solicitation of Comments Relating to the Public Interest,2021-27756,Notice.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27756.pdf,"Notice is hereby given that the U.S. International Trade Commission has received a complaint entitled Certain Replacement Automotive Lamps, DN 3584; the Commission is soliciting comments on any public interest issues raised by the complaint or complainant's filing pursuant to the Commission's Rules of Practice and Procedure.","Notice is hereby given that the U.S. International Trade Commission has received a complaint entitled Certain Replacement Automotive Lamps, DN 3584; the Commission is soliciting comments on any public interest issues raised by the complaint or...",,,2,72617,72618,,International Trade Commission,262,https://www.federalregister.gov/agencies/international-trade-commission,None,international-trade-commission,,
"Certain Vehicle Control Systems, Vehicles Containing the Same, and Components Thereof; Notice of a Commission Determination Not To Review an Initial Determination Granting a Joint Motion To Terminate the Investigation Due to a Settlement Agreement; Termination of the Investigation",2021-27758,Notice.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27758.pdf,"Notice is hereby given that the U.S. International Trade Commission (""Commission"") has determined not to review an initial determination (""ID"") (Order No. 58) issued by the presiding administrative law judge (""ALJ"") granting a joint motion to terminate the investigation based on a settlement agreement. The investigation is hereby terminated.","Notice is hereby given that the U.S. International Trade Commission (""Commission"") has determined not to review an initial determination (""ID"") (Order No. 58) issued by the presiding administrative law judge (""ALJ"") granting a joint motion to terminate...",,,2,72618,72619,,International Trade Commission,262,https://www.federalregister.gov/agencies/international-trade-commission,None,international-trade-commission,,
Pentafluoroethane (R-125) From China; Revised Schedule for the Subject Investigations,2021-27759,Notice.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27759.pdf,,,,"December 17, 2021.",1,72619,72619,,International Trade Commission,262,https://www.federalregister.gov/agencies/international-trade-commission,None,international-trade-commission,,
"Scheduling of Expedited Five-Year Reviews; Carbon Steel Butt-Weld Pipe Fittings From Brazil, China, Japan, Taiwan, and Thailand",2021-27668,Notice.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27668.pdf,"The Commission hereby gives notice of the scheduling of expedited reviews pursuant to the Tariff Act of 1930 (""the Act"") to determine whether revocation of the antidumping duty orders on carbon steel butt-weld pipe fittings from Brazil, China, Japan, Taiwan, and Thailand would be likely to lead to continuation or recurrence of material injury within a reasonably foreseeable time.","The Commission hereby gives notice of the scheduling of expedited reviews pursuant to the Tariff Act of 1930 (""the Act"") to determine whether revocation of the antidumping duty orders on carbon steel butt-weld pipe fittings from Brazil, China, Japan,...",,"October 4, 2021.",1,72620,72620,,International Trade Commission,262,https://www.federalregister.gov/agencies/international-trade-commission,None,international-trade-commission,,
"Notice of Request for Submissions on the Public Interest; Certain In Vitro Fertilization Products, Components Thereof, and Products Containing the Same",2021-27654,Notice.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27654.pdf,"Notice is hereby given that on December 15, 2021, the presiding administrative law judge (""ALJ"") issued a Final Initial Determination on Violation of Section 337. The ALJ also issued a Recommended Determination on remedy and bonding should a violation be found in the above-captioned investigation. The Commission is soliciting submissions on public interest issues raised by the recommended relief should the Commission find a violation. This notice is soliciting comments from the public only.","Notice is hereby given that on December 15, 2021, the presiding administrative law judge (""ALJ"") issued a Final Initial Determination on Violation of Section 337. The ALJ also issued a Recommended Determination on remedy and bonding should a violation...",,,2,72620,72621,,International Trade Commission,262,https://www.federalregister.gov/agencies/international-trade-commission,None,international-trade-commission,,
Certain Chemical Mechanical Planarization Slurries and Components Thereof Notice of the Commission's Final Determination Finding a Violation of Section 337; Issuance of a Limited Exclusion Order and Cease and Desist Orders; Termination of the Investigation,2021-27701,Notice.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27701.pdf,Notice is hereby given that the U.S. International Trade Commission has determined that there is a violation of section 337 in the above-captioned investigation. The Commission has further determined to issue a limited exclusion order and cease and desist orders and to set a bond rate on the entered value of covered products imported or sold during the period of Presidential review.,Notice is hereby given that the U.S. International Trade Commission has determined that there is a violation of section 337 in the above-captioned investigation. The Commission has further determined to issue a limited exclusion order and cease and...,,,3,72621,72623,,International Trade Commission,262,https://www.federalregister.gov/agencies/international-trade-commission,None,international-trade-commission,,
"Certain Light-Emitting Diode Products, Fixtures, and Components Thereof Notice of a Commission Determination Finding a Violation of Section 337; Issuance of Limited Exclusion Order and Cease and Desist Order; Termination of the Investigation",2021-27702,Notice.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27702.pdf,"Notice is hereby given that the U.S. International Trade Commission (""the Commission"") has determined to affirm a final initial determination (""ID"") of the presiding administrative law judge (""ALJ"") finding a violation of section 337 by the accused products of respondent RAB Lighting Inc. (""RAB"") of Northvale, New Jersey. The Commission has issued a limited exclusion order (""LEO"") directed against infringing light-emitting diode products, fixtures, and components thereof of RAB and a cease and desist order (""CDO"") directed against RAB. The investigation is terminated.","Notice is hereby given that the U.S. International Trade Commission (""the Commission"") has determined to affirm a final initial determination (""ID"") of the presiding administrative law judge (""ALJ"") finding a violation of section 337 by the accused...",,,2,72623,72624,,International Trade Commission,262,https://www.federalregister.gov/agencies/international-trade-commission,None,international-trade-commission,,
Certain Percussive Massage Devices; Issuance of a General Exclusion Order and a Cease and Desist Order; Termination of the Investigation,2021-27700,Notice.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27700.pdf,"Notice is hereby given that the U.S. International Trade Commission has determined to issue a general exclusion order (""GEO"") and a cease and desist order (""CDO"") directed to respondent Kinghood International Logistics Inc. (""Kinghood"") in the above-captioned investigation. The investigation is terminated in its entirety.","Notice is hereby given that the U.S. International Trade Commission has determined to issue a general exclusion order (""GEO"") and a cease and desist order (""CDO"") directed to respondent Kinghood International Logistics Inc. (""Kinghood"") in the...",,,2,72624,72625,,International Trade Commission,262,https://www.federalregister.gov/agencies/international-trade-commission,None,international-trade-commission,,
"Certain Automated Storage and Retrieval Systems, Robots, and Components Thereof Notice of Request for Submissions on the Public Interest",2021-27757,Notice.,2021-12-22,https://www.govinfo.gov/content/pkg/FR-2021-12-22/pdf/2021-27757.pdf,"Notice is hereby given that on December 13, 2021, the presiding administrative law judge (""ALJ"") issued an Initial Determination on Violation of Section 337. The ALJ also issued a Recommended Determination on remedy and bonding should a violation be found in the above-captioned investigation. The Commission is soliciting submissions on public interest issues raised by the recommended relief should the Commission find a violation. This notice is soliciting comments from the public only.","Notice is hereby given that on December 13, 2021, the presiding administrative law judge (""ALJ"") issued an Initial Determination on Violation of Section 337. The ALJ also issued a Recommended Determination on remedy and bonding should a violation be...",,,2,72625,72626,,International Trade Commission,262,https://www.federalregister.gov/agencies/international-trade-commission,None,international-trade-commission,,
