document_title,document_number,action,publication_date,pdf_url,abstract,excerpts,topics,dates,page_length,start_page,end_page,significant,agency_names,agency_ids,agency_urls,agency_parent_ids,agency_slugs,cfr_titles,cfr_parts
"Self-Regulatory Organizations; Financial Industry Regulatory Authority, Inc.; Notice of Filing of Amendment No. 1 and Order Instituting Proceedings To Determine Whether To Approve or Disapprove the Proposed Rule Change, as Modified by Amendment No. 1, To Amend the Codes of Arbitration Procedure Relating To Requests To Expunge Customer Dispute Information, Including Creating a Special Arbitrator Roster To Decide Certain Expungement Requests",2020-28509,,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28509.pdf,,,,,2,84396,84397,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
Citadel Enterprise Americas LLC (formerly Citadel LLC) and CEIF LLC; Notice of Application,2020-28492,Notice.,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28492.pdf,,,,"The application was filed on December 13, 2019, and amended on May 7, 2020, July 10, 2020, and October 15, 2020.",7,84397,84403,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; BOX Exchange LLC; Order Disapproving Proposed Rule Change, as Modified by Amendment No. 1, To Adopt Rules Governing the Trading of Equity Securities on the Exchange Through a Facility of the Exchange Known as the Boston Security Token Exchange LLC",2020-28536,,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28536.pdf,,,,,29,84403,84431,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
Self-Regulatory Organizations; New York Stock Exchange LLC; Notice of Designation of a Longer Period for Commission Action on a Proposed Rule Change To Amend Rule 7.35C,2020-28511,,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28511.pdf,,,,,1,84431,84431,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; New York Stock Exchange LLC; Notice of Filing of Amendment No. 1 and Order Granting Accelerated Approval of a Proposed Rule Change, as Modified by Amendment No. 1, To Amend Rule 7.31",2020-28522,,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28522.pdf,,,,,4,84431,84434,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; The Nasdaq Stock Market LLC; Order Approving a Proposed Rule Change, as Modified by Amendment No. 1, To Treat as an Eligible Switch, for Purposes of IM-5900-7, an Acquisition Company That Switches From NYSE to Nasdaq After Announcing a Business Combination",2020-28518,,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28518.pdf,,,,,3,84434,84436,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
Privacy Act of 1974; System of Records,2020-28600,Rescindment of system of record notice.,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28600.pdf,"Pursuant to the Privacy Act of 1974 (5 U.S.C. 552a) and Office of Management and Budget (OMB) Circular No. A-108, the Securities and Exchange Commission (Commission or SEC) proposes to rescind four existing systems of records. The Notice of Rescindment identifies the system of records, explains why the SORN is being rescinded, and provides an account of what will happen to the records previously maintained in the system.","Pursuant to the Privacy Act of 1974 (5 U.S.C. 552a) and Office of Management and Budget (OMB) Circular No. A-108, the Securities and Exchange Commission (Commission or SEC) proposes to rescind four existing systems of records. The Notice of Rescindment...",,"The rescindments will become effective on February 8, 2021.",2,84436,84437,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; The Nasdaq Stock Market LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Amend the Exchange's Transaction Credits and Charges at Equity 7, Sections 114 and 118",2020-28513,,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28513.pdf,,,,,3,84437,84439,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; NYSE American LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change to Shorten the Time Period Before a Letter of Acceptance, Waiver, and Consent Under Rule 9216 and an Uncontested Offer of Settlement Under Rule 9270(f) Becomes Final",2020-28510,,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28510.pdf,,,,,5,84439,84443,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; New York Stock Exchange LLC; NYSE American LLC; NYSE National, Inc.; NYSE Arca, Inc.; NYSE Chicago, Inc.; Notice of Filings of Amendment No. 1 and Order Granting Approval of Proposed Rule Changes, Each as Modified by Amendment No. 1, Amending the Exchanges' Co-Location Services To Establish Procedures for the Allocation of Cabinets to Co-Located Users if Cabinet Inventory Falls Below Certain Thresholds",2020-28512,,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28512.pdf,,,,,4,84443,84446,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; New York Stock Exchange LLC, Notice of Designation of a Longer Period for Commission Action on a Proposed Rule Change to Amend Rules 7.35 and 7.35A",2020-28508,,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28508.pdf,,,,,1,84446,84446,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; Financial Industry Regulatory Authority, Inc.; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Modify Securities Transaction Credits Applicable to FINRA/Nasdaq TRF Participants",2020-28514,,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28514.pdf,,,,,4,84446,84449,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
"Self-Regulatory Organizations; Long-Term Stock Exchange, Inc.; Notice of Filing of a Proposed Rule Change To Adopt Rules Related to Promotional Services and Listing Ceremonies for Listed Companies",2020-28515,,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28515.pdf,,,,,3,84449,84451,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
Interest Rates,2020-28533,,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28533.pdf,,,,,1,84451,84451,,Small Business Administration,468,https://www.federalregister.gov/agencies/small-business-administration,None,small-business-administration,,
"Temple & Central Texas Railway, LLC-Discontinuance of Service Exemption-in Bell County, Tex.",2020-28575,,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28575.pdf,,,,,2,84451,84452,,"Surface Transportation Board, ","481, ","https://www.federalregister.gov/agencies/surface-transportation-board, ","None, ","surface-transportation-board, ",,
"Cassatt Management, LLC d/b/a Bay Coast Railroad-Discontinuance of Service Exemption-in Norfolk, Va.",2020-28631,,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28631.pdf,,,,,1,84452,84452,,Surface Transportation Board,481,https://www.federalregister.gov/agencies/surface-transportation-board,None,surface-transportation-board,,
"Canonie Atlantic Co.-Abandonment Exemption-in Norfolk, Va.",2020-28629,,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28629.pdf,,,,,2,84452,84453,,Surface Transportation Board,481,https://www.federalregister.gov/agencies/surface-transportation-board,None,surface-transportation-board,,
Agency Information Collection Activities: Requests for Comments; Clearance of Renewed Approval of Information Collection: Noise Certification Standards for Subsonic Jet Airplanes and Subsonic Transport Category Large Airplanes,2020-28485,Notice and request for comments.,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28485.pdf,"In accordance with the Paperwork Reduction Act of 1995, FAA invites public comments about our intention to request the Office of Management and Budget (OMB) approval to renew an information collection. The Federal Register Notice with a 60-day comment period soliciting comments on the following collection of information was published on October 21, 2020. The collection involves the noise certification regulations for subsonic aircraft. Without this data collection, the FAA would be unable to make the required noise certification compliance finding.","In accordance with the Paperwork Reduction Act of 1995, FAA invites public comments about our intention to request the Office of Management and Budget (OMB) approval to renew an information collection. The Federal Register Notice with a 60-day comment...",,"Written comments should be submitted by January 27, 2021.",2,84453,84454,,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",,
Agency Information Collection Activities: Requests for Comments; Clearance of Renewed Approval of Information Collection: Noise Certification Documents for International Operations,2020-28486,Notice and request for comments.,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28486.pdf,"In accordance with the Paperwork Reduction Act of 1995, FAA invites public comments about our intention to request the Office of Management and Budget (OMB) approval to renew an information collection. The Federal Register Notice with a 60-day comment period soliciting comments on the following collection of information was published on June 5, 2020. The collection aids to make the aircraft noise certification information easily accessible to the flight crew and presentable upon request to the appropriate foreign officials for international airline operation of U.S. carriers. The information to be collected upholds the U.S. obligations under the Convention on International Civil Aviation and for which FAA policy comply with International Civil Aviation Organization (ICAO) Standards and Recommended Practices to the maximum extent practicable.","In accordance with the Paperwork Reduction Act of 1995, FAA invites public comments about our intention to request the Office of Management and Budget (OMB) approval to renew an information collection. The Federal Register Notice with a 60-day comment...",,"Written comments should be submitted by January 27, 2021.",1,84454,84454,,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",,
Surface Transportation Project Delivery Program; Arizona Department of Transportation Draft FHWA Audit Report,2020-28503,Notice; Request for comment.,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28503.pdf,"The Moving Ahead for Progress in the 21st Century Act (MAP-21) established the Surface Transportation Project Delivery Program that allows a State to assume FHWA's environmental responsibilities for environmental review, consultation, and compliance under the National Environmental Policy Act (NEPA) for Federal highway projects. When a State assumes these Federal responsibilities, the State becomes solely responsible and liable for carrying out the responsibilities it has assumed, in lieu of FHWA. This program mandates annual audits during each of the first 4 years of State participation to ensure compliance with program requirements. This is the first audit of the Arizona Department of Transportation's (ADOT) performance of its responsibilities under the Surface Transportation Project Delivery Program (NEPA Assignment Program). This notice announces and solicits comments on the first audit report for ADOT.","The Moving Ahead for Progress in the 21st Century Act (MAP-21) established the Surface Transportation Project Delivery Program that allows a State to assume FHWA's environmental responsibilities for environmental review, consultation, and compliance...",,"Comments must be received on or before January 27, 2021.",5,84454,84458,,"Transportation Department, Federal Highway Administration","492, 170","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-highway-administration","None, 492","transportation-department, federal-highway-administration",,
Proposed Agency Information Collection Activities; Comment Request,2020-28471,Notice of information collection; request for comment.,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28471.pdf,"Under the Paperwork Reduction Act of 1995 (PRA) and its implementing regulations, this notice announces that FRA is forwarding the Information Collection Request (ICR) abstracted below to the Office of Management and Budget (OMB) for review and comment. The ICR describes the information collection and its expected burden. On September 29, 2020, FRA published a notice providing a 60-day period for public comment on the ICR.","Under the Paperwork Reduction Act of 1995 (PRA) and its implementing regulations, this notice announces that FRA is forwarding the Information Collection Request (ICR) abstracted below to the Office of Management and Budget (OMB) for review and...",,"Interested persons are invited to submit comments on or before January 27, 2021.",2,84458,84459,,"Transportation Department, Federal Railroad Administration","492, 185","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-railroad-administration","None, 492","transportation-department, federal-railroad-administration",,
Notice of Application for Approval of Discontinuance or Modification of a Railroad Signal System,2020-28557,,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28557.pdf,,,,,2,84459,84460,,"Transportation Department, Federal Railroad Administration","492, 185","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-railroad-administration","None, 492","transportation-department, federal-railroad-administration",,
Notice of Application for Approval of Discontinuance or Modification of a Railroad Signal System,2020-28556,,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28556.pdf,,,,,2,84462,84463,,"Transportation Department, Federal Railroad Administration","492, 185","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-railroad-administration","None, 492","transportation-department, federal-railroad-administration",,
Pipeline Safety; Information Collection Activities,2020-28481,Notice and request for comments.,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28481.pdf,"In compliance with the Paperwork Reduction Act of 1995 (44 U.S.C. 3501 et seq.), this notice announces that the information collection request abstracted below is being forwarded to the Office of Management and Budget (OMB) for review and comment. PHMSA will request a revision to PHMSA F 7000-1 Accident Report--Hazardous Liquid Pipeline Systems identified by OMB control number 2137-0047. A Federal Register notice soliciting comments on this information collection was published on March 9, 2020, (85 FR 13700). PHMSA received comments which are summarized below.","In compliance with the Paperwork Reduction Act of 1995 (44 U.S.C. 3501 et seq.), this notice announces that the information collection request abstracted below is being forwarded to the Office of Management and Budget (OMB) for review and comment....",,"Comments must be submitted on or before January 27, 2021.",4,84465,84468,,Transportation Department,492,https://www.federalregister.gov/agencies/transportation-department,None,transportation-department,,
Notice of OFAC Sanctions Action,2020-28582,Notice.,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28582.pdf,"The U.S. Department of the Treasury's Office of Foreign Assets Control (OFAC) is publishing the names of one or more individuals that have been placed on OFAC's Specially Designated Nationals and Blocked Persons List (SDN List). OFAC has determined that one or more applicable legal criteria were satisfied to place the individuals on the SDN List. All property and interests in property subject to U.S. jurisdiction of these individuals are blocked, and U.S. persons are generally prohibited from engaging in transactions with them.",The U.S. Department of the Treasury's Office of Foreign Assets Control (OFAC) is publishing the names of one or more individuals that have been placed on OFAC's Specially Designated Nationals and Blocked Persons List (SDN List). OFAC has determined...,,See Supplementary Information section for applicable date(s).,1,84468,84468,,"Treasury Department, Foreign Assets Control Office","497, 203","https://www.federalregister.gov/agencies/treasury-department, https://www.federalregister.gov/agencies/foreign-assets-control-office","None, 497","treasury-department, foreign-assets-control-office",,
Notice of OFAC Sanctions Action,2020-28584,Notice.,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28584.pdf,The U.S. Department of the Treasury's Office of Foreign Assets Control (OFAC) is publishing the identifying information of three entities that were added to OFAC's list of Specially Designated Nationals and Blocked Persons (SDN List).,The U.S. Department of the Treasury's Office of Foreign Assets Control (OFAC) is publishing the identifying information of three entities that were added to OFAC's list of Specially Designated Nationals and Blocked Persons (SDN List).,,See Supplementary Information section for applicable date(s).,1,84468,84468,,"Treasury Department, Foreign Assets Control Office","497, 203","https://www.federalregister.gov/agencies/treasury-department, https://www.federalregister.gov/agencies/foreign-assets-control-office","None, 497","treasury-department, foreign-assets-control-office",,
Agency Information Collection Activities; Submission for OMB Review; Comment Request; Multiple Internal Revenue Service Information Collection Requests,2020-28537,Notice.,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28537.pdf,"The Department of the Treasury will submit the following information collection requests to the Office of Management and Budget (OMB) for review and clearance in accordance with the Paperwork Reduction Act of 1995, on or after the date of publication of this notice. The public is invited to submit comments on these requests.","The Department of the Treasury will submit the following information collection requests to the Office of Management and Budget (OMB) for review and clearance in accordance with the Paperwork Reduction Act of 1995, on or after the date of publication...",,"Comments should be received on or before January 27, 2021 to be assured of consideration.",3,84468,84470,,Treasury Department,497,https://www.federalregister.gov/agencies/treasury-department,None,treasury-department,,
Privacy Act of 1974; System of Records,2020-26548,Notice of a new system of records.,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-26548.pdf,"In accordance with the Privacy Act of 1974, the DoD proposes to establish a new system of records covering all DoD components titled, ""Defense Training Records"" DoD 0005. This system of records describes the DoD's collection, use, and maintenance of records about training delivered to DoD Service Members, civilian personnel, and other DoD-affiliated individuals. The training data includes enrollment and participation information, information pertaining to class schedules, programs, and instructors, training trends and needs, testing and examination materials, and assessments of training efficacy. Additionally, the DoD is issuing a Notice of Proposed Rulemaking, which proposes to exempt this system of records from certain provisions of the Privacy Act, elsewhere in today's issue of the Federal Register.","In accordance with the Privacy Act of 1974, the DoD proposes to establish a new system of records covering all DoD components titled, ""Defense Training Records"" DoD 0005. This system of records describes the DoD's collection, use, and maintenance of...",,"This new system of records is effective upon publication; however, comments on the Routine Uses will be accepted on or before January 27, 2021. The Routine Uses are effective at the close of the comment period.",4,84316,84319,,"Defense Department, ","103, ","https://www.federalregister.gov/agencies/defense-department, ","None, ","defense-department, ",,
Sunshine Act Meetings,2020-26893,,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-26893.pdf,,,,"Wednesday, December 9, 2020 from 11:00 a.m. to 6:30 p.m., and Thursday, December 10, 2020 from 11:00 a.m. to 6:45 p.m. EST.",2,84388,84389,,National Science Foundation,366,https://www.federalregister.gov/agencies/national-science-foundation,None,national-science-foundation,,
Privacy Act of 1974; System of Records,2020-28601,Notice of revised system of records.,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28601.pdf,"In accordance with the Privacy Act of 1974 and the Office of Management and Budget (OMB) Circular No. A-108, the Securities and Exchange Commission (Commission or SEC) proposes to revise 28 Privacy Act systems of records. The revisions are the result of a comprehensive review of SEC SORNs and conform to new requirements prescribed in OMB Circular No. A-108. This notice also includes a Table of Contents of the agency's full inventory of Privacy Act Notices, which re-designates and renumbers the systems of records to provide a better guide to the system notices.","In accordance with the Privacy Act of 1974 and the Office of Management and Budget (OMB) Circular No. A-108, the Securities and Exchange Commission (Commission or SEC) proposes to revise 28 Privacy Act systems of records. The revisions are the result...",,"The changes will become effective January 27, 2021 to permit public comment on the new and revised routine uses. The Commission will publish a new notice if the effective date is delayed to review comments or if changes are made based on comments received. To assure consideration, comments should be received on or before January 27, 2021.",51,85440,85490,,Securities and Exchange Commission,466,https://www.federalregister.gov/agencies/securities-and-exchange-commission,None,securities-and-exchange-commission,,
Airworthiness Directives; Sikorsky Aircraft Corporation Helicopters,2020-28385,Final rule.,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28385.pdf,"The FAA is adopting a new airworthiness directive (AD) for Sikorsky Aircraft Corporation (Sikorsky) Model S-92A helicopters. This AD was prompted by seven incidents of fatigue cracks in the horizontal stabilizer root fitting FWD (forward root fitting). This AD requires establishing the life limit of certain part-numbered forward root fittings, establishing the life limit of certain part-numbered stabilizer strut fittings, repetitively inspecting certain parts, and depending on the inspection results, removing parts from service. The FAA is issuing this AD to address the unsafe condition on these products.",The FAA is adopting a new airworthiness directive (AD) for Sikorsky Aircraft Corporation (Sikorsky) Model S-92A helicopters. This AD was prompted by seven incidents of fatigue cracks in the horizontal stabilizer root fitting FWD (forward root fitting)....,"Air transportation, Aircraft, Aviation safety, Incorporation by reference, Safety","This AD is effective February 1, 2021.",4,84201,84204,False,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",14,39
"Amendment to Country Groups for Ukraine, Mexico and Cyprus Under the Export Administration Regulations",2020-26552,Final rule.,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-26552.pdf,"In this rule, the Bureau of Industry and Security (BIS) amends the Export Administration Regulations (EAR) to revise the Country Group designations for Ukraine, Mexico and Cyprus. Specifically, in this rule, BIS moves Ukraine from Country Group D to Country Group B and adds Mexico and Cyprus in Country Group A:6. This rule also includes conforming changes.","In this rule, the Bureau of Industry and Security (BIS) amends the Export Administration Regulations (EAR) to revise the Country Group designations for Ukraine, Mexico and Cyprus. Specifically, in this rule, BIS moves Ukraine from Country Group D to...","Administrative practice and procedure, Exports, Reporting and recordkeeping requirements","Effective December 28, 2020.",3,84211,84213,True,"Commerce Department, Industry and Security Bureau","54, 241","https://www.federalregister.gov/agencies/commerce-department, https://www.federalregister.gov/agencies/industry-and-security-bureau","None, 54","commerce-department, industry-and-security-bureau",15,740
Oil and Gas and Sulfur Operations in the Outer Continental Shelf-Reaffirmation of Standard Editions Related to the Manual of Petroleum Measurement Standards,2020-27238,Direct final rule; request for comments.,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-27238.pdf,"This direct final rule incorporates by reference American Petroleum Institute's (API's) reaffirmation of 21 production measurement publications (each referred to herein as a ""standard""). This direct final rule updates the reaffirmation date of industry standards already incorporated in regulations administered by the Bureau of Safety and Environmental Enforcement (BSEE). This rule does not include any new editions of incorporated standards, nor does it incorporate any new standards. Rather, it merely acknowledges API's subsequent reaffirmation, without change, of standards previously incorporated by reference. Incorporation of these reaffirmed documents will ensure that the citations to standards for the measurement of oil and gas production flow rates and volumes incorporated into the regulations are up to date. This rule will update incorporated measurement standards, thereby eliminating confusion in identifying the correct measurement standards required to be used.","This direct final rule incorporates by reference American Petroleum Institute's (API's) reaffirmation of 21 production measurement publications (each referred to herein as a ""standard""). This direct final rule updates the reaffirmation date of industry...","Administrative practice and procedure, Continental shelf, Environmental impact statements, Environmental protection, Incorporation by reference, Investigations, Oil and gas exploration, Penalties, Pipelines, Reporting and recordkeeping requirements, Sulfur","This rule is effective February 26, 2021 without further action, unless adverse comment is received by January 27, 2021. If adverse comment is received, BSEE will publish a timely withdrawal of the rule in the Federal Register. BSEE may not fully consider comments received after the comment due date. The incorporation by reference of the publications listed in the regulation is approved by the Director of the Federal Register as of February 26, 2021.",8,84230,84237,False,"Interior Department, Safety and Environmental Enforcement Bureau","253, 576","https://www.federalregister.gov/agencies/interior-department, https://www.federalregister.gov/agencies/safety-and-environmental-enforcement-bureau","None, 253","interior-department, safety-and-environmental-enforcement-bureau",30,250
Screening the Ready Reserve,2020-28646,Interim final rule.,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28646.pdf,"In light of the Administration's continuing response to COVID- 19, DoD is amending the CFR to aid civilian employers in more quickly identifying key employees so the Department can better understand the capacity and capability available to support the response to the current pandemic and to avoid military-civilian manpower conflicts in future Declarations of National Emergency or in military mobilizations.","In light of the Administration's continuing response to COVID- 19, DoD is amending the CFR to aid civilian employers in more quickly identifying key employees so the Department can better understand the capacity and capability available to support the...",Armed forces reserves,"This rule is effective December 28, 2020. Comments must be received by February 26, 2021.",7,84237,84243,True,"Defense Department, ","103, ","https://www.federalregister.gov/agencies/defense-department, ","None, ","defense-department, ",32,44
Prosthetic and Rehabilitative Items and Services,2020-27014,Final rule.,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-27014.pdf,"This rulemaking adopts as final, with changes, proposed amendments to VA's regulations governing the provision of prosthetic and rehabilitative items and services as medical services to veterans. This rulemaking establishes a new section for the provision of prosthetic and rehabilitative items and services, clarifies eligibility for such items and services, and defines the types of prosthetic and rehabilitative items and services available to eligible veterans.","This rulemaking adopts as final, with changes, proposed amendments to VA's regulations governing the provision of prosthetic and rehabilitative items and services as medical services to veterans. This rulemaking establishes a new section for the...","Administrative practice and procedure, Alcohol abuse, Alcoholism, Claims, Day care, Dental health, Drug abuse, Government contracts, Grant programs-health, Grant programs-veterans, Health care, Health facilities, Health professions, Health records, Homeless, Medical and dental schools, Medical devices, Medical research, Mental health programs, Nursing homes, Reporting and recordkeeping requirements, Travel and transportation expenses, Veterans","This rule is effective on January 27, 2021.",17,84245,84261,False,Veterans Affairs Department,520,https://www.federalregister.gov/agencies/veterans-affairs-department,None,veterans-affairs-department,38,17
Reclassification of Major Sources as Area Sources Under Section 112 of the Clean Air Act; Correction,2020-28384,Final rule; correction.,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28384.pdf,"The U.S. Environmental Protection Agency (EPA) is correcting a final rule that appeared in the Federal Register on November 19, 2020, and will become effective on January 19, 2021. The EPA finalized the amendments to the General Provisions that apply to National Emission Standards for Hazardous Air Pollutants (NESHAP). This action corrects inadvertent typographical errors and redundant text in the Federal Register. The corrections described in this action do not affect the substantive requirements of the final rule implementing the plain language reading of the ""major source"" and ""area source"" definitions of section 112 of the Clean Air Act.","The U.S. Environmental Protection Agency (EPA) is correcting a final rule that appeared in the Federal Register on November 19, 2020, and will become effective on January 19, 2021. The EPA finalized the amendments to the General Provisions that apply...",,"This final rule is effective on January 19, 2021.",2,84261,84262,True,Environmental Protection Agency,145,https://www.federalregister.gov/agencies/environmental-protection-agency,None,environmental-protection-agency,40,63
VA Acquisition Regulation: Foreign Acquisition,2020-27328,Final rule.,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-27328.pdf,"The Department of Veterans Affairs (VA) is amending and updating its VA Acquisition Regulation (VAAR) in phased increments to revise or remove any policy superseded by changes in the Federal Acquisition Regulation (FAR), to remove any procedural guidance internal to VA into the VA Acquisition Manual (VAAM), and to incorporate any new agency specific regulations or policies. These changes seek to streamline and align the VAAR with the FAR and remove outdated and duplicative requirements and reduce burden on contractors. The VAAM incorporates portions of the removed VAAR as well as other internal agency acquisition policy. VA will rewrite certain parts of the VAAR and VAAM, and as VAAR parts are rewritten, will publish them in the Federal Register. In particular, this rulemaking removes VAAR coverage concerning Foreign Acquisition.","The Department of Veterans Affairs (VA) is amending and updating its VA Acquisition Regulation (VAAR) in phased increments to revise or remove any policy superseded by changes in the Federal Acquisition Regulation (FAR), to remove any procedural...","Customs duties and inspection, Foreign currencies, Foreign trade, Government procurement","This rule is effective on January 27, 2021.",3,84266,84268,False,Veterans Affairs Department,520,https://www.federalregister.gov/agencies/veterans-affairs-department,None,veterans-affairs-department,48,825
Airworthiness Directives; Airbus Helicopters,2020-28440,Notice of proposed rulemaking (NPRM).,2020-12-28,https://www.govinfo.gov/content/pkg/FR-2020-12-28/pdf/2020-28440.pdf,"The FAA proposes to adopt a new airworthiness directive (AD) for certain Airbus Helicopters Model SA341G and SA342J helicopters. This proposed AD was prompted by the determination that a new life limit was necessary for certain tail rotor blades (TRBs). This proposed AD would require replacing certain TRBs, re-identifying certain TRBs, and repairing certain other TRBs, as specified in a European Union Aviation Safety Agency (EASA) AD, which is proposed for incorporation by reference. The FAA is proposing this AD to address the unsafe condition on these products.",The FAA proposes to adopt a new airworthiness directive (AD) for certain Airbus Helicopters Model SA341G and SA342J helicopters. This proposed AD was prompted by the determination that a new life limit was necessary for certain tail rotor blades...,"Air transportation, Aircraft, Aviation safety, Incorporation by reference, Safety","The FAA must receive comments on this proposed AD by February 11, 2021.",4,84275,84278,False,"Transportation Department, Federal Aviation Administration","492, 159","https://www.federalregister.gov/agencies/transportation-department, https://www.federalregister.gov/agencies/federal-aviation-administration","None, 492","transportation-department, federal-aviation-administration",14,39
